name,brand,category,price,ingredients,url,type,store
Glow Philtre,Kypris,masks-1,105.0,"aqua, lactobacillus, glycerin, hydrolyzed fucus vesiculosus protein, coconut alkanes, c10, leuconostoc, xylitylglucoside, sclerotium gum, tremella fuciformis sporocarp extract, anhydroxylitol, sodium pca, ahnfeltia concinna extract, xylitol, ceramide 3, plankton extract, helianthus annuus seed oil, eryngium maritimum callus culture filtrate, citrus aurantium dulcis oil, coco, citrus aurantium amara flower oil, tocopherol, citric acid, sodium hyaluronate, limonene, linalool, citral c10",https://credobeauty.com//collections/masks-1/products/kypris-glow-philtre,clean,Credo
Cacao Antioxidant Mask,Josh Rosebrook,masks-1,65.0,"vitamin infused water, cacao, witch hazel, vinegar, almond oil, marula oil, baobab oil, grape seed oil, avocado oil, jojoba oil, sunflower oil, evening primrose oil, vegetable glycerin, rose petal, turmeric, goji berry, dandelion, eyebright, rosemary leaf, ashwa, sage, beetroot, alfalfa, black cohosh, raspberry leaf, elderberry, chickweed, calendula, rose hip, hawthorn berry, ginko, cinnamon, marshmallow root, bladderwrack, ginger, milk thistle, st, cats claw, licorice, lavender, fenugreek, orange essential oil, lavender essential oil, rosemary essential oil, calendula essential oil, organic",https://credobeauty.com//collections/masks-1/products/josh-rosebrook-cacao-antioxidant-mask,clean,Credo
Deep Forest Clay,Kypris,masks-1,105.0,"aqua, montmorillonite, glycerin, glyceryl stearate se, microcrystalline cellulose, populus tremuloides bark extract, glyceryl caprylate, leuconostoc, ahnfeltiopsis concinna extract, buddleja davidii extract, hibiscus sabdariffa flower extract, abies sibirica oil, helianthus annuus seed oil, ceramide np, pogostemon cablin leaf oil, maris sal, thymus vulgaris extract, squalane, camellia sinensis leaf powder, chamomilla recutita flower extract, simmondsia chinensis seed oil, vetiveria zizanoides root oil, citrus paradisi fruit extract, citric acid, glycyrrhiza glabra root extract, vigna aconitifolia seed extract, maltodextrin, phytosterols, asiaticoside, caprylic, lecithin, butyrospermumparkii butter, silica, limonene",https://credobeauty.com//collections/masks-1/products/kypris-deep-forest-clay,clean,Credo
Mineral Cleansing Mask,African Botanics,masks-1,85.0,"aqua, kaolin, persea gratissima oil, glycerin, sclerocarya birrea seed oil, methylpropanediol, caprylyl glycol, phenylpropanol, cetyl alcohol, myrothamus flabellifolius plant, glyceryl stearate, adansoania digitata seed oil, globularia cordifolia plant stem cells, xanthan gum, alpha tocopheryl, pelargonium graveolens roseum oil, rosa damacena oil, magnesium aluminum silicate, copper sulphate, citrus reticulata peel oil, sodium phytate, benzyl alcohol, iron oxides, citral, citronellol, eugenol, geraniol, limonene, linalool, methyl eugenol, neral may contain ± [ci 77499] constituents of 100% essential oils, unrefined and fair trade ingredients",https://credobeauty.com//collections/masks-1/products/marula-mineral-face-mask,clean,Credo
Purifying Mask,Tata Harper,masks-1,72.0,"hordeum vulgare leaf juice, kaolin, propanediol, cetyl alcohol, glyceryl stearate se, magnesium aluminum silicate, cetearyl alcohol, glyceryl undecylenate, aqua, glyceryl caprylate, opuntia ficus indica, santalum spicatum seed oil, alpha, asteriscus graveolens flower, salix alba bark extract, lactobacillus, bioflavonoids, papain, sodium phytate, brassica oleracea italica extract, sambucus nigra fruit extract, caprylic, olea europaea oil, glycerin, alaria esculenta extract, octyldodecanol, arnica montana extract, borago officinalis leaf extract, calendula officinalis flower extract, medicago sativa extract, spiraea ulmaria extract, aloe barbadensis leaf juice, jojoba esters, cetearyl glucoside, acacia senegal gum, xanthan gum, p, alcohol, aroma, trihydroxystearin, iron oxides, iron oxides, eugenol, limonene, linalool, citral ingredients from organic farming",https://credobeauty.com//collections/masks-1/products/tata-harper-purifying-mask,clean,Credo
Brighten Wet Mask,Herbivore Botanicals,masks-1,48.0,"Aloe Barbadensis Leaf Gel, Hydroxyethyl Cellulose, Glycerin, Carica Papaya Fruit Extract, Pineapple Natural Melange, Ananas Comosus Fruit Extract, Brazilian Micronized Tourmaline Gemstone Powder, Oryza Sativa Powder, Leucidal",https://credobeauty.com//collections/masks-1/products/herbivore-brighten-mask,clean,Credo
Copaiba Deep Cleanse AHA Mask,Pai,masks-1,60.0,"copaiba, this amazonian active fuels the body’s natural healing processes to prevent and clear the appearance of blemishes, smoother and healthier, glycerin, glyceryl stearate citrate, cetearyl alcohol, aleurites, moluccana seed oil, carapa guaianensis seed oil, citrus paradisi fruit extract, acacia senegal gum, euterpe oleracea fruit oil, carya ovata bark extract, copaifera officinalis resin, xantham gum, sodium levulinate, boswellia neglecta oil, glyceryl caprylate, sodium anisate, litsea cubeba fruit oil, tocopherol – natural vitamin e, lactic acid, citric acid, d",https://credobeauty.com//collections/masks-1/products/copaiba-deep-cleanse-aha-mask,clean,Credo
Rosehip BioRegenerate Rapid Radiance Mask,Pai,masks-1,60.0,"rosehip co2 extract, carotenoids and omegas works to restore skin in need of regeneration, while refining texture so skin appears smoother and firmer, glycerin, helianthus annuus seed oil, rosa canina seed extract, ricinus communis seed oil, butyrospermum parkii butter, glyceryl stearate citrate, cetearyl alcohol, prunus domestica seed oil, kaolin, fragaria vesca leaf extract, rosa canina fruit extract, sodium anisate, acacia senegal gum, carya ovata bark extract, glyceryl caprylate, xantham gum, tocopherol – natural vitamin e, sodium levulinate – corn, derived preservative, rosmarinus officinalis leaf extract, lactic acid",https://credobeauty.com//collections/masks-1/products/rosehip-bioregenerate-rapid-radiance-mask,clean,Credo
Rose Otto Propolis + Ultra Radiance Cream,Therapi Honey Skincare,masks-1,65.0,"Aqua, Rosa Damascena Flower Water, Prunus Armeniaca Kernel Oil, Polyglyceryl, Simmondsia Chinensis Seed Oil, Rosa Canina Fruit Oil, Butyrospermum Parkii Butter, Cera Alba, Cocos Nucifera Oil, Mel, Propolis Extract, Helianthus Annuus Seed Oil, Rosa Damascena Flower Extract, Pelargonium Graveolens Flower Oil, Aloe Barbadensis Leaf Juice Powder, Lecithin, Magnesium Sulfate, Gluconlactone, Sodium Benzoate, Calcium Gluconate, Aroma, Citronellol+, Geraniol+, Eugenol+ Organic + Naturally occurs in essential oils Free from wheat and dairy",https://credobeauty.com//collections/masks-1/products/rose-otto-propolis-ultra-radiance-cream,clean,Credo
UltraRepair Reconstructing Masque,EVOLVh,masks-1,16.0,"water, brassicamidopropyl dimethylamine, silk amino acids, dicapryl succinate, elaeis guineensis kernel oil, mangifera indica fruit extract, lecithin, helianthus annuus seed oil, glycine soja seed extract, carthamus tinctorius seed oil, soy amino acids, vitamin e from helianthus annuus seed oil, viola tricolor extract, melilotus offincialis extract, prunus armenica fruit extract, nasturtium officinale extract, prunus percisa nectarina fruit extract, passiflora incarnata fruit extract, hedera helix extract, symphytum officinale leaf extract, chamomilla recutita, salix alba bark extract, camellia oleifera leaf extract, theobroma grandiflorum seed butter, vitis vinifera seed oil, parfumº, dehydroacetic acid, benzyl alcohol ecocert certified ingredient natural ingredient plant derived, phthalate free, complete parfum ingredients",https://credobeauty.com//collections/masks-1/products/evolvh-ultrarepair-treatment-masque,clean,Credo
Green Apple Peel Full Strength Exfoliating Mask,Juice Beauty,masks-1,48.0,"Pyrus malus fruit juice, aloe barbadensis leaf juice, citrus medica limonum juice, glycolic acid, glycerin, lactic acid, hydroxypropyl starch phosphate, sodium hydroxide, xanthan gum, salix alba bark extract, vitis vinifera seed extract, bakuchiol, magnesium aspartate, zinc gluconate, copper gluconate, sodium phytate, vitis vinifera seed oil, ascorbyl palmitate, ascorbic acid, tocopherol, phenylethyl alcohol, caprylhydroxamic acid, potassium sorbate, sclerotium gum",https://credobeauty.com//collections/masks-1/products/green-apple-peel-full-strength,clean,Credo
Green Apple Peel Sensitive Exfoliating Mask,Juice Beauty,masks-1,42.0,"pyrus malus, citrus medica limonum, aloe barbadensis, glycolic acid, glycerin, sodium hydroxide, hydroxypropyl starch phosphate, lactic acid, ascorbic acid, tocopherol, helianthus annuus, vitis vinifera, caprylyl glycol, lysolecithin, sclerotium gum, pullulan, xanthan gum, caprylhydroxamic acid, tetrasodium glutamate diacetate, magnesium aspartate, copper gluconate, zinc gluconate",https://credobeauty.com//collections/masks-1/products/green-apple-peel-sensitive,clean,Credo
Clearing Mask,Indie Lee,masks-1,60.0,"water, bentonite clay, zinc oxide, colloidal sulfur, salicylic acid, glycolic acid, hyaluronic acid, seaweed, chamomile, camphor, saccharide isomerate, phenoxyethanol and ethylhexylglycerin",https://credobeauty.com//collections/masks-1/products/clearing-mask,clean,Credo
Glow Getter Set,Tata Harper,masks-1,48.0,"Resurfacing Mask, salix alba bark extract, sclerotium gum, lactobacillus ferment, leuconostoc ferment filtrate, aqua, maltooligosyl glucoside, hydrolyzed opuntia ficus, beta vulgaris, arnica montana extract,borago officinalis leaf extract, calendula officinalis flower extract, medicago sativa extract, spiraea ulmaria extract, sambucus nigra fruit extract, olea europaea oil, kaolin, hydrogenated starch hydrolysate, sodium phytate, hydrolyzed corn starch, ci77491, alcohol, aroma Regenerating Cleanser, cetearyl alcohol, cetearyl olivate, helianthus annuus seed oil, propanediol, prunus armeniaca seed powder, sorbitan olivate, aqua, lactobacillus ferment, lactobacillus, leuconostoc ferment filtrate, sambucus nigra fruit extract, salix alba bark extract, arnica montana extract, borago officinalis leaf extract, calendula officinalis flower extract, medicago sativa extract, spiraea ulmaria extract, coco, cetearyl glucoside, olea europaea oil, kaolin, sclerotium gum, cetyl palmitate, sorbitan palmitate, sodium phytate, ci77491, aroma, alcohol, citral, limonene, linalool ingredients from organic farming",https://credobeauty.com//collections/masks-1/products/glow-getter-set,clean,Credo
Prism 20% AHA + 5% BHA Exfoliating Glow Facial,Herbivore Botanicals,masks-1,58.0,"Aloe Barbadensis Leaf Juice, Vaccinium Myrtillus Fruit, Glycerin, Rosa Damascena Flower Water, Terminalia Ferdinandiana Fruit Extract, Salix Nigra Bark Extract, leuconostoc, Saccharum Officinarum Extract, Sodium Hyaluronate, Populus Tremuloides Bark Extract, Gluconolactone, Citrus Aurantium Dulcis Fruit Extract, Citrus Limon Fruit Extract, Acer Saccharum Extract, Sodium Phytate",https://credobeauty.com//collections/masks-1/products/prism-20-aha-5-bha-exfoliating-glow-facial,clean,Credo
Brightening Mask,Sahajan,masks-1,64.0,"Aqua, Kaolin, Caprylic, Coco, Glyceryl Stearate, Cannabis Sativa Oil, Coco, Cetyl Alcohol, Cetearyl Alcohol, Sodium Olivoyl Glutamate, Butyrospermum Parkii Butter, Benzyl Alcohol, Hippophae Rhamnoides Extract, Stearyl Alcohol, Curcuma Longa Root Extract, Glycerin, Citrus Sinensis, Citric Acid, Benzoic Acid, Citrus Limon Fruit Oil, Dehydroacetic Acid, Acer Saccharum Extract, Citrus Aurantium Dulcis Fruit Extract, Citrus Limon Fruit Extract, Saccharum Officinarum Extract, Vaccinium Myrtillus Fruit, Ocimum Sanctum Leaf Powder, Litsea Cubeba, Tocopherol",https://credobeauty.com//collections/masks-1/products/brightening-mask,clean,Credo
GOOPGLOW 15% Glycolic Acid Overnight Glow Peel,Goop,masks-1,125.0,"water, glycolic acid, alcohol denat, glycerin, pentylene glycol, sodium hydroxide, propanediol, spondias mombin pulp extract, mangifera indica pulp extract, musa sapientum pulp extract, olea europaea leaf extract, terminalia ferdinandiana fruit extract, zizyphus jujuba seed extract, lavendula angustifolia oil, sodium hyaluronate, ascorbic acid, dipotassium glycyrrhizate, galactoarabinan, piperonyl glucose, citric acid, decyl glucoside, levan, xylitol, caprylic acid, caprylyl glycol, phenethyl alcohol, benzyl alcohol, potassium sorbate",https://credobeauty.com//collections/masks-1/products/goopglow-15-glycolic-acid-overnight-glow-peel,clean,Credo
"Vitamins C, E + Ferulic Serum",Marie Veronique,treatments,90.0,"Camellia Sinensis Leaf Infusion, Vitamin C, Olea Europaea Oil, Leuconostoc, Populus Tremuloides Bark, Mixed Tocopherols, Xanthan Gum, Ferulic Acid, Sodium Hyaluronate, Ceramide NP, Milk Lipids, Lactobacillus, Sodium Salicylate, Acetyl Glucosamine, Potassium Polysorbate, Terminalia Ferdinandiana Fruit Extract, >span class=""TextRun SCXW266965763 BCX0"" xml, L, Ubiquinone, Lycopene, Astaxanthin",https://credobeauty.com//collections/treatments/products/vitamin-c-e-ferulic-acid-serum,clean,Credo
Clear Skin Advanced Spot Treatment,Province Apothecary,treatments,78.0,"jojoba seed oil [infused with calendula flowers, plantain leaves, gotu kola, comfrey leaves], neem seed oil, sea buckthorn oil, vitamin e, turmeric root oil, myrrh oil certified organic",https://credobeauty.com//collections/treatments/products/clear-skin-advanced-spot-treatment,clean,Credo
Gentle Retinol Night Serum,Marie Veronique,treatments,110.0,"Camellia Sinensis Leaf Infusion, Citrus Aurantium Hydrosol, Vitamin C, Glycerin, Argania Spinosa Kernel Oil, Encapsulated Retinol, Leuconostoc, Simmondsia Chinensis Seed Oil, Mixed Tocopherols, Rosa Moschata Seed Oil, Rubus Fruticosus Seed Oil, Populus Tremuloides Bark Extract, Xanthan Gum, Saccharomyces, Beta, Sodium Hyaluronate, Saccharide Isomearate, Ceramide NP, Milk Lipids, Sodium Salicylate, Glucosamine, Sodium PCA, Laminaria spp, Humulus Lupulus Extract, Rosmarinus Officinalis Oleoresin, Ubiquinone, Terminalia Ferdinandiana Fruit Extract, Superoxide Dismutase, Resveratrol, Phospholipids, Citrus Aurantium Oil, Cistus Ladaniferus Oil, Boswellia Carterii Oil, Curcuma Longa, Myrtus Communis Oil, Helichrysum Italicum Flower Oil, Daucus Carota Sativa Root Extract essential oils",https://credobeauty.com//collections/treatments/products/gentle-retinol-night-serum,clean,Credo
Everything Serum,Non Gender Specific,treatments,65.0,"aqua, glycerin, hydroxyethylcellulose, caprylic, leontopodium alpinum callus culture extract xanthan gum, marrubium vulgare extract, hydrolyzed vegetable protein, sodium hyaluronate, hydroxypropyl cyclodextrin palmitoyl tripeptide, citrus limon peel oil, pinus pinaster bark extract, astaxanthin, vitis vinifera seed oil, tamanu oil, coprinus comatus extract, algae extract, lemon peel extract, lavender extract, nettle leaf extract, rose extract, phenoxyethanol ethylhexylglycerin",https://credobeauty.com//collections/treatments/products/everything-serum,clean,Credo
Resurfacing Serum,Tata Harper,treatments,88.0,"hordeum vulgare leaf juice, propanediol, aqua, silybum marianum ethyl ester, galactoarabinan, glycerin, salix alba bark extract, cetearyl olivate, simmondsia chinensis seed oil, squalane, sorbitan olivate, cupuacu butter glycerides, isopropyl shea butterate, lactobacillus ferment, leuconostoc ferment filtrate, solanum lycopersicum fruit extract, l lactic acid, vaccinium myrtillus fruit, saccharum officinarum extract, citrus aurantium dulcis fruit extract, citrus limon fruit extract, acer saccharum extract, citric acid, terminalia ferdinandiana fruit extract, lithospermum erythrorhizon root extract, hippophae rhamnoides oil, plukenetia volubilis seed oil, saccharide isomerate, tasmannia lanceolata fruit, arnica montana extract, borago officinalis leaf extract, calendula officinalis flower extract, medicago sativa extract, spiraea ulmaria extract, sambucus nigra fruit extract, olea europaea oil, tocopherol, caprylic, cetyl palmitate, sorbitan palmitate, sclerotium gum, aroma, sodium phytate, sodium citrate, mica, alcohol, ci 77891, ci 77491, citral, limonene, linalool, geraniol, benzyl benzoate ingredients from organic farming",https://credobeauty.com//collections/treatments/products/resurfacing-serum,clean,Credo
Evening Primrose + Green Tea Algae Retinol Oil,MARA,treatments,120.0,"crambe abyssinica seed oil, limnanthes alba seed oil, cannabis sativa seed oil, glycine soja seed oil, pseudozyma epicola, apricot kernel oil, olive fruit oil, sunflower seed oil, sweet almond oil root extract ferment extract filtrate, bixa orellana seed oil, oenothera biennis seed oil, caprylic, capric triglyceride, nigella sativa seed oil, retinol, caryodendron orinocense seed oil, pseudozyma epicola, argania spinosa kernel oil ferment filtrate, pseudozyma epicola, camellia sinensis seed oil, glucose, malt extract, soybean flour, yeast extract, ferment filtrate, vaccinium myrtillus  seed oil, helianthus annuus sunflower seed oil, citrus aurantim amara bitter orange peel, alaria esculenta extract, laminaria ochroleuca extract, plankton extract, tocopherol",https://credobeauty.com//collections/treatments/products/evening-primrose-green-tea-algae-retinol-oil,clean,Credo
Peak Strength AM Serum-Shot,Ao,treatments,85.0,"water, aloe barbadensis leaf juice, panthenol, ethoxydiglycol, glycerin, sodium hyaluronate, camellia sinensis leaf extract, artemisia vulgaris extract, laminaria digitata extract, niacinamide, sodium ascorbyl phosphate, ferulic acid, mel, vitis vinifera seed extract, narcissus tazetta bulb extract, acetyl octapeptide, copper tripeptide, phenyl t, crithmum maritimum extract, palmitoyl tripeptide, caprylyl glycol, xanthan gum, sodium phytate, dehydroacetic acid, ethylhexylglycerin, phenoxyethanol, benzyl alcohol",https://credobeauty.com//collections/treatments/products/peak-strength-am-serum-shot,clean,Credo
Reverse Longitude PM Serum-Shot,Ao,treatments,95.0,"water, caprylic, helianthus annuus seed wax, retinal, bakuchiol, astaxanthin, totarol, sodium hyaluronate, simmondsia chinensis seed oil, prunus amygdalus dulcis oil, sodium polyacrylate, sodium phytate, ethoxydiglycol, dehydroacetic acid, benzyl alcohol",https://credobeauty.com//collections/treatments/products/reverse-longitude-pm-serum-shot,clean,Credo
Hyaluronic Sea Serum,Osea,treatments,88.0,"aqua, gigartina skottsbergii extract, macrocystis pyrifera extract, undaria pinnatifida extract, sodium hyaluronate, hyaluronic acid, potassium sorbate, citric acid, lonicera caprifolium extract, lonicera japonica extract organic ingredient",https://credobeauty.com//collections/treatments/products/hyaluronic-sea-serum,clean,Credo
Lapis Facial Oil,Herbivore Botanicals,treatments,72.0,"amaranthus squalane oil, simmondsia chinensis seed oil, capric triglycerides, aleurites moluccana nut oil, tocopherol, tanacetum annuum leaf oil, jasminum sambac absolute, rosa damascena absolute",https://credobeauty.com//collections/treatments/products/lapis-facial-oil,clean,Credo
The Eye Achiever Multi-Correction Eye Serum,Maya Chia,treatments,70.0,"supercritical chia seed oil astaxanthin, nigella sativa seed oil, rubus idaeus seed oil, helianthus annus seed oil, aspalathus linearis extract, euphrasia officinalis extract, punica granatum, vaccinium macrocarpon seed oil, yeast extract, lecithin, tetrahexyldecyl ascorbate, lupinus albus seed extract, caprylic, limonium gerberi extract, crithmum maritimum extract, undaria pinnatifida extract, alaria esculenta extract, foeniculum vulgare dulce oil, tocopherol vitamin e non gmo) certified organic or wildcrafted ingredients",https://credobeauty.com//collections/treatments/products/the-eye-achiever-multi-correction-eye-serum,clean,Credo
Luxury Beauty Serum,Saint Jane Beauty,treatments,125.0,"helianthus annuus seed oil, punica granatum seed extract, vitus vinifera seed oil, cannabidiol, rosa canina seed extract, persea gratissima seed oil, hippophae rhamnoides fruit extract, rosa damascena flower oil, helichrysum italicum flower oil, cymbopogon martinii v, santalum spicatum wood oil, boswellia carterii resin extract, butyrospermum parkii nut butter, pelargonium graveolens leaf, commiphora abyssinica resin extract, calendula officinalis flower extract, nardostachys chinensis root oil, caprylic, krameria triandra root extract, rosmarinus officinalis leaf extract  Ingredients from Organic Farming 100% of the total of the ingredients are from natural origin98",https://credobeauty.com//collections/treatments/products/luxury-beauty-serum,clean,Credo
Soothing B3 Serum,Marie Veronique,treatments,90.0,"Sodium Hyaluronate, Camellia Sinensis Leaf Infusion, Niacinamide, Leuconostoc, Epigallocatechin Gallate, Panthenol, Probiotics, Gluconolactone, Acetyl Glucosamine, Sodium Salicylate, Glycyrrhiza Glabra Root Extract, Beta, Polygonum Aviculare Extract, Daucus Carota Sativa Root Extract, Cucumis Sativus Fruit Extract, Galactooligosaccharides, Sodium Bicarbonate, Curcuma Longa",https://credobeauty.com//collections/treatments/products/marie-veronique-soothing-b3-serum,clean,Credo
Kypris Serum: Moonlight Catalyst,Kypris,treatments,98.0,"aqua, glycerin, lactobacillus, xylitylglucoside, anhfeltia concinna extract, hydrolyzed fucus vesiculosus protein, anhydroxylitol, sclerotium gum, xylitol, prunus persica fruit extract, rosa canina flower extract, vigna aconitifolia seed extract, maltodextrin, hippophae rhamnoides extract, prunus domestica fruit extract, salix alba bark extract, citrus aurantium amara flower water, leuconostoc, sodium levulinate, sodium chloride, trehalose, sh, sodium anisate, sodium citrate, linalool, geraniol",https://credobeauty.com//collections/treatments/products/kypris-moonlight-catalyst,clean,Credo
The Super Couple Ultra Luxe Face Oil Serum,Maya Chia,treatments,86.0,"Supercritical Chia Seed Oil Haematococcus Pluvialis Algal Extract, Jasminum Grandiflorum Absolute, Rosa Damascena Absolute, Santalum Spicatum, Aniba Roseodora Essential Oil, Daucus Carota Seed Essential Oil, Lavandula Angustifolia Essential Oil, Cistus Ladaniferus Essential Oil, Boswelia Carterii Essential Oil, Myrrha Commiphora Essential Oil, Anthemis Nobilis Flower Essential Oil, Chamomilla Recutita Essential OIl Organic Ingredients or Wildcrafted",https://credobeauty.com//collections/treatments/products/maya-chia-the-super-couple-ultra-luxe-anti-aging-serum,clean,Credo
Pure Marula Oil,African Botanics,treatments,100.0,"sclerocarya birrea seed oil, parfum, tocopherol, limonene, citronellol, hexyl cinnamal, hydroxycitronellal, biodynamic, wildcrafted, unrefined and non",https://credobeauty.com//collections/treatments/products/african-botanics-pure-marula-oil,clean,Credo
Rose Quartz Facial Roller,Skin Gym,treatments,28.0,"rose quartz crystal, iron",https://credobeauty.com//collections/treatments/products/rose-quartz-facial-roller,clean,Credo
The Probiotic Concentrate,Aurelia Probiotic Skincare,treatments,39.9,"water, bifida ferment lysate, propylheptyl caprylate, glycerin, arachidyl alcohol, lactose, lactis proteinum, milk protein, chondrus crispus powder, glyceryl caprylate, behenyl alcohol, sodium magnesium fluorosilicate, sodium stearoyl glutamate, arachidyl glucoside, citric acid, sodium phytate, lactic acid, sorbic acid, salicylic acid, benzyl alcohol, hydroxyacetophenone",https://credobeauty.com//collections/treatments/products/the-probiotic-concentrate,clean,Credo
Yuzu Vitamin C Serum,Lepaar,treatments,46.0,"olea europaea seed + fruit oil citrus junos peel, pith, + leaf extract^ vanilla planifolia fruit extract crocus sativus stigma extract boswellia frereana + sacra resin extract^ commiphora myrrha + wildii resin extract^ boswellia frereana sacra^ + carteri^ resin essential oil, commiphora myrrha + wildii resin essential oil 24 karat gold”, linalool, beta",https://credobeauty.com//collections/treatments/products/yuzu-vitamin-c-serum,clean,Credo
Here We Glow Again - Protect & Revive Serum,27 Rosiers,treatments,65.0,"water, glycerin, betaine, trehalose, propanediol, caesalpinia spinosa fruit pod extract, caesalpinia spinosa fruit extract, withania somnifera root extract, aloe barbadensis leaf juice, calendula officinalis flower extract, chamomilla recutita flower extract, helianthus annuus sprout extract, terminalia ferdinandiana fruit extract, fructose, xanthan gum, sodium hyaluronate, maltodextrin, caprylyl glycol, pentylene glycol, ethylhexylglycerin, citric acid, potassium sorbate, sodium benzoate, fragrance, bismuth oxychloride",https://credobeauty.com//collections/treatments/products/here-we-glow-again-protect-revive-serum,clean,Credo
Seriously Soothing Blue Tansy Night Oil,Acure,treatments,13.0,"caprylic, prunus amygdalus dulcis oil, simmondsia chinensis seed oil, ricinus communis seed oil, argania spinosa oil, brassica oleracea leaf extract, rosmarinus officinalis leaf extract, tocopherol, rosa damascena flower oil, vitis vinifera seed oil, aleurites moluccanus seed oil, tanacetum annuum flower Oil, achillea millefolium oil, chamomilla recutita flower oil, jasminium grandiflorum extract",https://credobeauty.com//collections/treatments/products/seriously-soothing-blue-tansy-night-oil,clean,Credo
Brightening Super Greens Serum,Acure,treatments,19.0,"caprylic, hydrogenated olive oil unsapoifiables, argania spinosa kernel oil, brassica olearecea extract, brassica oleracea italica seed oil, spirulina platensis extract, chlorella vulgaris extract, pterocarpus santalinus oil, hippophae rhamnoides oil, eucalyptus globus leaf oil, carthamus tinctorius oil, natural tocopherol, helianthus annuus seed oil, sclerocarya birrea oil, organic citrus aurantium dulcis peel oil, organic pelargonium graveolens flower oil, & organic cymbopogon martini oil, organic rosa damascena oil",https://credobeauty.com//collections/treatments/products/brightening-super-greens-serum,clean,Credo
True Skin Radiant Priming Serum,Ilia,treatments,52.0,"aloe barbadensis leaf juice, maltose, gluconolactone, glycerin, caprylyl, propanediol, sodium benzoate, caprylic, agave tequilana leaf extract, xanthan gum, chondrus crispus extract, pistacia lentiscus gum, hydrogenated lecithin, mica, calcium gluconate, benzyl alcohol, ethylhexylglycerin, lithothamnion calcareum extract, beta, caprylyl glycol, 1,2, citric acid, sodium hydroxide, benzoic acid, phenethyl alcohol, dehydroacetic acid, hibiscus sabdariffa flower extract, potassium sorbate, titanium dioxide (ci 77891",https://credobeauty.com//collections/treatments/products/true-skin-radiant-priming-serum,clean,Credo
Daily Skin Nutrition,Indie Lee,treatments,80.0,"water, squalane, persea gratissima oil, propanediol, cetearyl olivate, cocos nucifera oil, sorbitan olivate, hydrogenated olive oil, hydrogenated olive oil unsaponifiables, olea europea oil unsaponifiables, rosa rubiginosa seed oil, sodium hyaluronate, ascorbyl palmitate, tocopheryl acetate, rosmarinus officinalis leaf extract, carrageenan, gluconolactone, sodium benzoate, calcium gluconate, xanthan gum",https://credobeauty.com//collections/treatments/products/daily-skin-nutrition,clean,Credo
Daily Vitamin Infusion,Indie Lee,treatments,65.0,"squalane, rosa rubiginosa seed oil, persea gratissima oil, cocos nucifera oil, ceramide NP, ceramide AP, rosmarinus officinalis leaf extract, ascorbyl palmitate, tocopherol, helianthus annuus seed oil",https://credobeauty.com//collections/treatments/products/daily-vitamin-infusion,clean,Credo
Age-Proof CoQ10 Eye Recovery Concentrate,Trilogy,treatments,39.0,"aqua, aloe barbadensis leaf extract, salvia hispanica seed Oil, cetearyl olivate sorbitan olivate, glycyrrhiza glabra root extract, aesculus hippocastanum extract, coffea arabica seed extract, cucumis Sativus fruit extract, chamomilla recutita matricaria flower extract, jojoba esters, salvia Hispanica seed oil, vaccinium myrtillus seed oil, fragaria vesca seed oil, punica granatum seed oil, co, sodium hyaluronate, camellia sinensis leaf extract, prunus amygdalus dulcis oil, olea europaea fruit oil, oenothera biennis seed oil, calendula officinalis flower extract glycine soja oil, rosmarinus officinalis leaf extract, glycerin, xanthan gum, citric acid, dehydroacetic acid benzyl alcohol",https://credobeauty.com//collections/treatments/products/age-proof-coq10-eye-recovery-concentrate,clean,Credo
1% Bakuchiol in Olive Squalane Oil Booster,BYBI Beauty,treatments,17.0,squalane bakuchiol,https://credobeauty.com//collections/treatments/products/1-bakuchiol-in-olive-squalane-booster,clean,Credo
Strawberry Oil Booster,BYBI Beauty,treatments,17.0,fragaria ananassa seed oil,https://credobeauty.com//collections/treatments/products/strawberry-oil-booster,clean,Credo
Balancing Face Oil,Peet Rivko,treatments,44.0,"organic persea gratissima oil, organic simmondsia chinensis seed oil, organic opuntia ficus indica seed oil, natural vitamin E",https://credobeauty.com//collections/treatments/products/balancing-face-oil,clean,Credo
Botanical E Youth Preservation Serum,One Love Organics,treatments,75.0,"camellia sinensis seed oil, helianthus annuus seed oil, limnanthes alba seed oil, caprylic, citrullus lanatus seed oil, opuntia ficus indica leaf cell extract, crambe maritima leaf extract, haematococcus pluvialis extract, tocopherol, ascorbyl palmitate, pyrus malus fruit extract, citrus limon peel extract, citrus aurantium dulcis peel extract, citrus grandis peel extract, cananga odorata flower extract, cucumis sativus fruit extract, santalum album wood extract, rose extract, cucumis melo fruit extract, rubus idaeus fruit extract, elettaria cardamomum seed extract Organic",https://credobeauty.com//collections/treatments/products/botanical-e-youth-preservation-serum,clean,Credo
