name,brand,category,price,ingredients,url,type,store
Essence of Lavender Shea Butter,Eu'Genia,all-moisturizers,12.0,"butyrospermum parkii, shea oleifera seed oil, lavandula angustifolia oil, moringa oleifera seed oil, and adansonia digitata oil",https://credobeauty.com//collections/all-moisturizers/products/eugenia-shea-essence-of-lavender-shea-butter,clean,Credo
Wild Rose Beauty Balm,Neal's Yard Remedies,all-moisturizers,74.0,"rosa rubiginosa seed oil, simmondsia chinensis seed oil, cera alba, butyrospermum parkii, cannabis sativa seed oil, borago officinalis seed oil, boswellia carterii oil, ascorbyl palmitate, pelargonium graveolens flower oil, rosmarinus officinalis leaf oil, cymbopogon martini herb oil, pogostemon cablin leaf oil, geraniol, citronellol, limonene, linalool, citral, farnesol, natural constituent of essential oils listed",https://credobeauty.com//collections/all-moisturizers/products/wild-rose-beauty-balm,clean,Credo
Skin Dew Coconut Water Cream,One Love Organics,all-moisturizers,58.0,"cocos nucifera fruit juice, caprylic, helianthus annuus seed oil, cetearyl alcohol, jojoba esters, theobroma grandiflorum seed butter, helianthus annuus seed wax, xylitylglucoside, cetearyl glucoside, citrullus vulgaris seed oil, cocos nucifera pulp extract, laminaria ochroleuca extract, acacia decurrens flower wax, tocopherol, glycerin, sclerotium gum, xylitol, polyglycerin, glyceryl caprylate, levulinic acid, sodium levulinate, anhydroxylitol, phytic acid, water, sodium anisate, maltodextrin ingredients from organic farming",https://credobeauty.com//collections/all-moisturizers/products/skin-dew-coconut-water-cream,clean,Credo
Geranium & Thistle Rebalancing Day Cream,Pai,all-moisturizers,60.0,"geranium, making it great for balancing combination complexions, this oil is packed with skin, carthamus tinctorius seed oil, simmondsia chinensis seed oil, cetearyl alcohol, glycerin, borago officinalis seed oil, cetearyl glucoside, mixed tocopherols, lavandula officinalis flower oil, leptospermum scoparium leaf oil, pelargonium graveolens oil, cymbopogon martini oil, sodium levulinate, sodium anisate, glyceryl stearate citrate, sodium lauroyl lactylate, lactic acid  naturally occurring in essential oils, citronellol, d, geraniol, linalool certified organic by the soil association, artificial fragrances, alcohol, parabens, phenoxyethanol, propylene glycol, formaldehyde, sodium lauryl sulfate or other irritants",https://credobeauty.com//collections/all-moisturizers/products/geranium-thistle-rebalancing-day-cream,clean,Credo
Luxury Body Serum,Saint Jane Beauty,all-moisturizers,58.0,"vitus vinifera seed oil, persea gratissima seed oil, helianthus annuus seed oil, simmondsia chinensis seed oil, rosa canina seed extract, aleurites moluccana seed oil, butyrospermum parkii nut butter, cannabis sativa flower, stem, leaves, vanilla planifolia fruit extract, rosa damascena flower oil, paradisis peel oil, santalum spicatum wood oil, panicum milaceum seed extract, rubus idaeus seed extract, viola odorata leaf oil, rosa bourboniana flower oil, jasminum sambac flower oil, citris sinesis peel oil, aniba roseodora wood extract, backhousia citriodora leaf oil, citrus medica limonum peel oil, vanillosmopsis erythropappa wood oil, canarium lozonicum gum oil, iris pallida root extract, rosemarinus officinalis leaf extract, caprylic, cedrus atlantica, citrus retriculata peel oil",https://credobeauty.com//collections/all-moisturizers/products/luxury-body-serum,clean,Credo
Neroli Infused Marula Oil,African Botanics,all-moisturizers,120.0,"sclerocarya birrea seed oil, citrus aurantium flower extract, parfum, linalool, benzyl alcohol, tocopherol, citronellol, hexyl cinnamal, hydroxycitronellal, biodynamic, wildcrafted, unrefined and non",https://credobeauty.com//collections/all-moisturizers/products/african-botanics-neroli-infused-marula-oil,clean,Credo
Face Creme,Jao,all-moisturizers,60.0,"aqua, prunus domestica seed oil, cetearyl olivate, behenyl alcohol, panthenol, citrus paradisi peel oil, lactobacillus ferment, limnanthes alba seed oil, ethylhexyl olivate, butyrospermum parkii butter, squalane, rosa canina fruit oil ^, limonene, glycerin^, sorbitan olivate, butylene glycol, helianthus annuus seed oil, gluconolactone, salvia sclarea oil, rosmarinus officinalis extract, sodium citrate, xanthan gum, tocopherol, caprylyl glycol, glyceryl distearate, glyceryl stearate, glycine soja oil, calendula officinalis flower extract, chamomilla recutita flower extract, caprylhydroxamic acid, pentylene glycol, adenosine triphosphate, hydrolyzed oat protein, nacinamide, tamarindus indica seed gum, hexapeptide",https://credobeauty.com//collections/all-moisturizers/products/jao-face-creme,clean,Credo
Vital Eye Cream,Nuori,all-moisturizers,69.0,"water, squalane, pentylene glycol, apricot, cetearyl alcohol, shea, glycerin, aloe vera, glyceryl stearate, glyceryl stearate citrate, vitamin e, hyaluronic acid, vitamin c, vitamin e, cetearyl olivate, sclerotium gum, xanthan gum, tribehenin, sorbitan olivate, sodium gluconate, citric acid",https://credobeauty.com//collections/all-moisturizers/products/vital-eye-cream,clean,Credo
Boundless Solid Oil,8 Faces,all-moisturizers,88.0,"butyrospermum parkii nut butter, theobroma cacao seed butter, emblica officinalis fruit extract, cera alba, orbignya oleifera kernal oil, cocos nucifera fruit oil, simmondsia chinensis seed oil, lecithin, camellia oleifera seed oil, oenothera biennis flower oil, helianthis annuus seed oil, adansonia digitata seed oil, hippophae rhamnoides seed oil, citrus reticulata peel oil, citrus paradisi peel oil, pelargonium graveolens flower oil, lavandula angustifolia flower oil, citrus bergamia peel oil",https://credobeauty.com//collections/all-moisturizers/products/boundless-solid-oil,clean,Credo
Nourish Face Cream,Sahajan,all-moisturizers,60.0,"water, glycerin, centella asiatica extract, polyglyceryl, cocos nucifera oil, prunus armeniaca kernel oil, camellia seed oil, cetearyl alcohol, glyceryl stearate se, garcinia indica seed butter, candelilla, glyceryl stearate, sodium stearoyl lactylate, cetyl alcohol, aloe barbadensis leaf juice, terminalia bellerica fruit extract, terminalia chebula extract, emblica officinalis fruit extract, dehydroacetic acid, benzyl alcohol, xanthan gum, fragrance, tocopheryl acetate",https://credobeauty.com//collections/all-moisturizers/products/sahajan-nourish-face-cream,clean,Credo
Radically Rejuvenating SPF Day Cream,Acure,all-moisturizers,19.0,"ACTIVE INGREDIENTS…, aloe barbadensis leaf juice, argania spinosa kernel oil, ascorbic acid, bisabolol, butyrospermum parkii butter, caprylhydroxamic acid, caprylyl glycol, cetearyl alcohol, cetearyl glucoside, cetearyl olivate, coco, cocos nucifera oil, coconut alkanes, curcuma longa root extract, ethylhexylglycerin, ferulic acid, glycerin, heptyl undecylenate, hexylene glycol, lecithin, niacinamide, panthenol, polyhydroxystearic acid, pullulan, sclerotium gum, sodium hyaluronate, sodium pca, sorbitan olivate, squalane, tanacetum annuum flower oil, tocopherol, xanthan gum",https://credobeauty.com//collections/all-moisturizers/products/radically-rejuvenating-spf-day-cream,clean,Credo
Clarifying Moisturizer,Tata Harper,all-moisturizers,116.0,"aloe barbadensis leaf juice, aqua, salvia officinalis flower, glycerin, santalum spicatum seed oil, propanediol, pyrus malus seed oil, lactobacillus ferment, squalane, polyglyceryl, glyceryl stearate, lactobacillus, oenothera biennis oil, leuconostoc ferment filtrate, hippophae rhamnoides oil, alpha, hydrolyzed avocado protein, dictyopteris membranacea extract, zinc pca, copper pca, hyaluronic acid, sodium hyaluronate, arnica montana extract, borago officinalis leaf extract, medicago sativa extract, spiraea ulmaria extract, calendula officinalis flower extract, narcissus tazetta bulb extract, sambucus nigra fruit extract, serenoa serrulata fruit extract, olea europaea oil, cetearyl olivate, salix alba bark extract, stearyl alcohol, lentinus edodes extract, lysolecithin, sclerotium gum, tasmannia lanceolata fruit, tremella fuciformis extract, leuconostoc, sorbitan olivate, xanthan gum, pullulan, maltodextrin, silica, aroma, benzyl alcohol, benzyl benzoate, citral, citronellol, eugenol, geraniol, limonene, linalool",https://credobeauty.com//collections/all-moisturizers/products/tata-harper-clarifying-moisturizer,clean,Credo
Active Oil-Free Moisturizer,Indie Lee,all-moisturizers,60.0,"water, triheptanoin, silybum marianum ethyl ester, brassica alcohol, c15, glyceryl stearate citrate, polyglyceryl, hydrogenated lecithin, propanediol, sodium stearoyl glutamate, biosaccharide gum, glycerin, maltitol, punica granatum extract, helichrysum italicum extract, bellis perennis fower extract, polygonum, cuspidatum root extract, myristyl alcohol, pca, jasminum officinale flower extract, citrus reticulata fruit extract, arctium lappa root extract, rosa damascena flower water, caprylic, sclerotium gum, xanthan gum, lysolecithin, pullulan, citric acid, citrus aurantium dulcis peel extract, citrus nobilis fruit extract, rose damascena flower extract, vanilla plantifolia fruit extract, vitis vinifera fruit extract, citrus limon peel extract, eugenia caryophyllus flower extract, lavendula angustifloia flower, potassium sorbate, sodium benzoate, pentylene glycol, phenethyl alcohol",https://credobeauty.com//collections/all-moisturizers/products/active-oil-free-moisturizer,clean,Credo
Juice Beauty Oil Free Moisturizer,Juice Beauty,all-moisturizers,30.0,"vitis vinifera, pyrus malus, punica granatum, aloe barbadensis, glycerin, cetearyl alcohol, ethylhexyl palmitate, simmondsia chinensis, sesamum indicum, persea gratissima, cetearyl glucoside, gluconolactone, sodium benzoate, xanthan gum, tetrasodium glutamate diacetate, hydroxypropyl starch phosphate, cucumis sativus, algae extract, calendula officinalis, chamomilla recutita, tilia cordata, panthenol, ascorbyl palmitate, sodium hyaluronate, sodium pca, caprylyl glycol, caprylhydroxamic acid, sodium hydroxide, citrus aurantifolia, citrus aurantium dulcis, cinnamomum camphora  certified organic ingredient  plant derived",https://credobeauty.com//collections/all-moisturizers/products/oil-free-moisturizer,clean,Credo
Wake Up Call Overnight Facial Treatment,Goldfaden M.D.,all-moisturizers,85.0,"water, caprylic, stearic acid, octyldodecyl stearoyl stearate, cetearyl alcohol, glyceryl stearate, squalane, glycerin, persea gratissima oil, glycine soja oil, sodium hyaluronate, acetyl hexapeptide, tocopherol, dimethyl mea, thioctic acid, saccharomyces, carnitine, caffeine, ruscus aculeatus root extract, sodium benzoate, retinyl palmitate, citrus paradisi peel oil, vitis vinifera seed oil, ubiquinone, phenoxyethanol, ethylhexylglycerin, aspalathus linearis extract, sodium hydroxide, glyceryl caprylate, citric acid, potassium sorbate",https://credobeauty.com//collections/all-moisturizers/products/goldfaden-md-wake-up-call-overnight-facial-treatment,clean,Credo
Babe Balm,BYBI Beauty,all-moisturizers,23.0,"garcinia indica seed butter, rhus verniciflua peel cera, squalane, camellia oleifera seed oil, helianthus annus seed oil, cocos nucifera oil, caryocar coriaceum oil, calendula officinalis extract, gardenia taitensis flower extract, vanilla planifolia fruit extract, hibiscus sabdariffa seed oil, kaolinite, kaolinite, tocopherol, ubiquitone 50, distarch phosphate, anthocyanins, citric acid",https://credobeauty.com//collections/all-moisturizers/products/babe-balm,clean,Credo
Rose Treatment Essence,African Botanics,all-moisturizers,160.0,"rosa damascena flower water, aloe ferox leaf extract, butylene glycol, yeast beta, hyaluronic acid, calendula officinalis flower extract, arnica cordifolia extract, cucumis sativus extract, sambucus nigra extract, malva sylvestris extract, hedera helix extract, anacyclus pyrethrum extract, hydrolyzed rice protein, hamamelis virginia oil, panthenol, kigelia africana fruit extract, propanediol, allantoin, niacinamide, bulbinine frutescens, centella asiatica extract, green coffee, caffein, lamium album flower extract, pinus sylvestris cone extract, burdock root, anthemis nobilis flower extract, rosa centifolia flower extract, sodium hydroxide, sclerocarya birrea seed oil, rosmarinus officinalis leaf extract, ethylhexylglycerin, phenoxyethanol, Wild",https://credobeauty.com//collections/all-moisturizers/products/african-botanics-rose-treatment-essence,clean,Credo
D-Luxe Daily Bronzer SPF 30,AKT Therapy,all-moisturizers,28.0,"active ingredients, olea europaea fruit oil, cera alba, tocopherol, cholecalciferol, iron oxides",https://credobeauty.com//collections/all-moisturizers/products/d-luxe-daily-bronzer-spf-30,clean,Credo
Revitalizing Day Cream,January Labs,all-moisturizers,68.0,"water, caprylic, beantree oil, beta, verbena officinalis extract, hydrolyzed soybean fiber, propanediol, niacinamide, hydroxyethyl acrylate, stearyl alcohol, c14, tocopheryl acetate, allantoin, aloe barbadensis leaf juice, hydroxyethylcellulose, borago officinalis seed oil, vitis vinifera seed oil, butyrospermum parkii, hydrolyzed hyaluronic acid, camellia sinensis leaf extract, vitis vinifera seed extract, vaccinium myrtillus extract, silybum marianum extract, pinus pinaster bark extract, ginkgo biloba extract, glycerin, euterpe oleacea fruit extract, lycium barbarum extract, aristotelia chilensisui fruit extract, aronia arbutifolia, garcinia mangostana fruit extract, punica granatum fruit extract, morinda citrifolia fruit extract, citrus aurantifolia oil",https://credobeauty.com//collections/all-moisturizers/products/revitalizing-day-cream,clean,Credo
Skin Care Line T: Regeneration Cream,Susanne Kaufmann,all-moisturizers,93.0,"aqua  purificata, polyglyceryl, squalane, sorbitan  sesquioleate, caprylic, caprylyl caprylate, glycerin, cetyl ricinoleate, alcohol plant, glyceryl caprate, cera alba, octyldodecanol, magnesium stearate, saccharide isomerate, tocopheryl acetate, zinc sulfate, echium plantagineum seed oil, rosa canina  seed extract, sodium hyaluronate, cardiospermum halicacabum  extract, citric acid, helianthus annuus seed oil, sodium citrate, rosmarinus officinalis leaf extract, ubiquinone, tocopherol, citral, achillea millefolium extract, althaea officinalis  root extract, chamomilla recutita flower extract, hypericum perforatum extract, salvia officinalis  leaf extract, benzyl salicylate, farnesol, limonene, linalool, bisabolol, parfum",https://credobeauty.com//collections/all-moisturizers/products/susanne-kaufmann-skincare-line-t-regeneration-cream,clean,Credo
Essence of Grapefruit Shea Butter,Eu'Genia,all-moisturizers,12.0,"butyrospermum parkii, shea oleifera seed oil, citrus paradisi oil, moringa oleifera seed oil, and adansonia digitata oil",https://credobeauty.com//collections/all-moisturizers/products/eugenia-shea-essence-of-grapefruit-shea-butter,clean,Credo
Skin Care Line T: Day Cream,Susanne Kaufmann,all-moisturizers,78.0,"acqua, caprylic, pentylene glycol, glycerin, glyceryl stearate citrate, myristyl myristate, rosa canina extract, glyceryl stearate, cetearyl ethylhexanoate, titanium dioxide, cetyl alcohol, simmondsia chinensis oil, tocopheryl acetate, saccharide isomerate, alcohol plant, lecithin, sodium, hyaluronate, potassium phosphate, mel, cera alba, parfum, carbomer, silica, isopropyl myristate, sodium hydroxide, althaea officinalis extract, chamomilla recutita flower extract, salvia officinalis extract, achille, millefolium extract, tocopherol, citral, benzyl salicylate, linalool, limonene",https://credobeauty.com//collections/all-moisturizers/products/susanne-kaufmann-skin-care-line-t-day-cream,clean,Credo
