name,brand,category,price,ingredients
Tinted Nutrient Day Cream SPF 30,Josh Rosebrook,moisturizers,"

          $95.00
        
","['Zinc', '*Aloe Vera Leaf Juice', '*Shea Butter', '*Evening Primrose Oil', '*Hemp Seed Oil', '*Jojoba Oil', '*Borage Seed Oil', '*Almond Oil', '*Grape Seed Oil', '*Sesame Seed Oil', '*Olive Fruit Oil', '*Seabuckthorn Essential Oil', '*Broccoli Seed Oil', '*Calendula Extract', '*Bilberry Fruit Extract', '*Chamomile', '*Great Burdock Root Extract', '*Rosemary Extract', '*Fennel Essential Oil', '*Dandelion Extract', '*Rose Hip Fruit Oil', '*Catnip', '*Chickweed', '*Neem Leaf', '*Skullcap', '*Ginkgo Leaf', '*Linden Flower Extract', '*Hawthorn Berry', '*Green Tea Leaf', '*Flax', '*Nettle', '*Sage Extract', '*Marshmallow Root', '*Cayanne', '*Ginseng', '*Peppermint', ""*St. John's Wort Extract"", '*Alfalfa Extract', '*Vitamin E', 'Candelilla Wax', 'Guar Gum Extract', 'Acacia Arabica Gum', 'Xanthan Gum', 'Potassium Sorbate', 'Mica', '*Benzoin', 'Carrot Seed Oil']"
Blue Cocoon,May Lindstrom,moisturizers,"

          $180.00
        
","['*Camellia Oleifera Seed Oil', '**Butyrospermun Parkii (Shea) Butter', '**Theobroma Cacao Seed Butter', '**Sclerocarya Birrea (Marula) Seed Oil', '*Adansonia Digitata (Baobab) Oil', '*Tanacetum Annuum (Blue Tansy) Oil', '***Commiphora Myrrha (Myrrh) Oil', '*Lavandula Angustifolia (Lavender) Oil', '***Boswellia Serrate Gum (Frankincense) Oil', '*Pelargonium Graveolens (Geranium Rose) Oil', '*Vanilla Planifolia (Vanilla) CO2 Oil', 'Schisandra Sphenanthera CO2 Fruit Extract', '*Helichrysum Italicum (Immortelle) Oil', 'Ravensara Aromatica Oil', '****Linalool', '****Citronellol', '****Geraniol', '****Limonene']"
Essential Hydrating Oil,OSEA,moisturizers,"

          $68.00
        
","['*Macadamia Nut Oil', '*Sesame Seed Oil', '*Jojoba Oil', 'Bergamot Oil', 'Cedar Leaf Oil', '*Lavender Oil', 'Geranium Essential Oil', '*Lemon Peel Oil', 'Clary Oil', '*Anthemis Nobilis (Chamomile)', 'Rosewood Essential Oil', 'Tocopherol']"
Daily Sheer Tinted Facial Mineral Sunscreen SPF 30 – Natural Glow,Babo Botanicals,moisturizers,"

          $21.00
        
","['Active Ingredients: Titanium Dioxide 6.00% Sunscreen', 'Zinc Oxide 6.00% Sunscreen', '*Inactive Ingredients: Aloe Barbadensis Leaf (Aloe Vera Gel) Juice', 'Aqua (Deionized Water)', 'Argania spinosa (Argan) Oil', '*Beeswax', '*Organic Butyrospermum Parkii (Shea) Butter', 'C13-14 Alkyls Benzoate', '*Organic Camellia Sinensis (Green Tea) Extract', 'Caryodendron Orinocense (Kahai) Oil', 'Caprylic/Capric Triglyceride', '*Organic Cocos Nucifera (Coconut) Oil', 'Cucumis Sativus (Cucumber) Extract', 'Decyl Glucoside', '*Glycerin', 'Glyceryl Caprylate', 'Glyceryl Stearate Citrate', 'Glyceryl Stearate', 'Glyceryl Undecylenate', '*Organic Helianthus Annuus (Sunflower) Oil', 'Hippophae Rhamnoides (Sea Buckthorn) Oil', 'Hyaluronic Acid - Hydrating Agent', 'Iron Oxides', 'Lecithin', 'Mangifera Indica (Mango) Butter', '*Organic Punica Granatum (Pomegranate) Extract', '*Organic Rosmarinus Officinalis (Rosemary) Oil', 'Saccharide Isomerate', 'Sodium Polyacrylate', 'Stearic Acid', 'Vitamin E (Tocopherol)', 'Xanthan Gum', 'Zemea (Corn) Propanediol']"
Advanced Protection Cream,OSEA,moisturizers,"

          $108.00
        
","['Aqua', '*Algae Extract', 'Dipalmitoyl Hydroxyproline (Amino Acid Compound)', 'Coco Caprylate/Caprate', 'Cetearyl Glucoside', 'Squalane (Olive)', '*Glycerin', '*Aloe Barbadensis (Aloe Vera) Leaf Juice', '*Macadamia Ternifolia (Macadamia) Seed Oil', '*Vitis Vinifera Seed (Grapeseed) Oil', '*Simmondsia Chinensis Seed (Jojoba) Seed Oil', 'Capryloyl Glycine', 'Vitamin E (Tocopherol)', '*Persea Gratissima (Avocado) Oil', 'Chondrus Crispus', 'Undecylenoyl Glycine', 'Glycine', '*Calendula Officinalis Flower Extract', '*Anthemis Nobilis Flower (Chamomile) Extract', 'Potassium Ascorbyl Tocopheryl Phosphate', '*Citrus Medica Limonum (Lemon) Peel Oil', 'Xanthan Gum']"
Nourishing Lavender Milk,Farmaesthetics,moisturizers,"

          $42.00
        
","['*Soy Oil', 'Marigold Extract', 'Hamamelis Virginiana (Witch Hazel)', 'Lavandula Angustifolia Oil - Lavender Oil', 'Cera Alba (Beeswax)', 'Vegetable Lecithin', 'Borax', 'Xanthan Gum']"
Resurfacing Serum,Tata Harper,moisturizers,"

          $88.00
        
","['*Hordeum Vulgare Leaf Juice', 'Propanediol', 'Aqua/Water', 'Silybum Marianum Ethyl Ester', 'Galactoarabinan', 'Glycerin', 'Salix Alba (Willow) Bark Extract', 'Cetearyl Olivate', 'Simmondsia Chinensis (Jojoba Seed) Oil', 'Squalane Oil', 'Sorbitan Olivate', 'cupuacu butter glycerides', 'Isopropyl Shea Butterate', 'Lactobacillus Ferment', 'Leuconostoc Ferment Filtrate', 'Solanum Lycopersicum (Tomato) Fruit Extract', 'L (+) Lactic Acid', 'Vaccinium Myrtillus Fruit/Leaf Extract', 'Saccharum Officinarum (Sugar Cane) Extract', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Citrus Limon (Lemon) Fruit Extract', 'Acer Saccharum (Sugar Maple) Extract', 'Citric Acid', 'Terminalia Ferdinandiana Fruit Extract', 'Lithospermum Erythrorhizon Root Extract', '*Hippophae Rhamnoides (Sea Buckthorn) Oil', '*Plukenetia Volubilis Seed Oil', 'Saccharide Isomerate', 'Tasmannia Lanceolata Fruit/Leaf Extract', '*Arnica Montana (Arnica) Extract', '*Borago Officinalis (Borage) Leaf Extract', '*Calendula Officinalis (Calendula) Flower Extract', '*Medicago Sativa (Alfalfa) Extract', '*Spiraea Ulmaria (Meadowsweet) Extract', 'Sambucus Nigra Fruit Extract', '*Olea Europaea (Olive) Oil', 'Tocopherol', 'Caprylic/Capric Triglyceride', 'Cetyl Palmitate', 'Sorbitan Palmitate', 'Sclerotium Gum', '**Aroma', 'Sodium Phytate', 'Sodium Citrate', 'Mica', 'Alcohol', 'Ci 77891', 'Ci 77491', 'Citral', 'Limonene', 'Linalool', 'Geraniol', 'Benzyl Benzoate']"
The Youth Dew,May Lindstrom,moisturizers,"

          $140.00
        
","['*Persea Gratissima (Avocado) Oil', '*Limnanthes Alba (Meadowfoam) Seed Oil', '*Olea Europaea (Olive) Fruit Oil', 'Prunus Domestica (Plum Kernel) Oil', '*Simmondsia Chinensis (Jojoba) Oil', '*Hippophae Rhamnoides (Sea Buckthorn) Fruit Oil', '*Rosa Canina (Rosehip) Fruit Oil', '*Punica Granatum (Pomegranate) Oil', '*Calophyllum Inophyllum (Tamanu) Seed Oil', '*Borago Officinalis (Borage) Seed Oil', 'Aleurites Moluccans (Kukui Nut) Oil', '*Oenothera Biennis (Evening Primrose) Oil', '*Pelargonium Graveolens (Geranium Rose) Oil', '*Citrus Paradisi (Grapefruit) Peel Oil', '*Citrus Sinensis (Sweet Orange) Oil', '*Citrus Limon (Lemon) Oil', '*Rosa Centifolia Flower Extract', '*Rosa Damascena (Bulgarian Rose) Oil', '*Citrus Aurantium (Neroli) Oil', '**Daucus Carota Sativa (Carrot) Seed Oil', 'Ubiquinone (Coenzyme Q10)', '***Limonene', '***Citronellol', '***Geraniol', '***Linalool', '***Citral', '***Eugenol']"
Nourish Night Balm,Organic Bath Co.,moisturizers,"

          $32.00
        
","['*Organic Shea Butter', 'Mango Butter', '*Organic Jojoba Oil', '*Organic Rosehip Oil', '*Organic Prickly Pear Seed Oil', '*Organic Tamanu Oil', '*Green Coffee Oil']"
Skin Dew Coconut Water Cream,One Love Organics,moisturizers,"

          $58.00
        
","['*Aloe Barbadensis Leaf Juice', 'Water/Aqua/Eau', '*Cocos Nucifera (Coconut) Fruit Juice', 'Caprylic/ Capric Triglyceride', '*Helianthus Annuus (Sunflower) Seed Oil', 'Cetearyl Alcohol', 'Jojoba Esters (Beads)', '*Theobroma Grandiflorum (Cupuacu) Seed Butter', 'Helianthus Annuus (Sunflower) Oil', 'Xylitylglucoside', 'Cetearyl Glucoside', 'Citrullus Vulgaris (Watermelon) Seed Oil', 'Cocos Nucifera (Coconut) Pulp Extract', 'Laminaria Ochroleuca Extract', 'Acacia Decurrens Flower Cera/Wax', 'Tocopherol', 'Glycerin', 'Sclerotium Gum', 'Xylitol', 'Polyglycerin-3', 'Glyceryl Caprylate', 'Levulinic Acid', 'Sodium Levulinate', 'Anhydroxlitol', 'Phytic Acid', 'Sodium Anisate', 'Maltodextrin']"
Lavender Protective Moisturizer SPF 17,Naturopathica,moisturizers,"

          $64.00
        
","['Active Ingredient: Zinc Oxide 7.02%', 'Inactive Ingredients: Aqua (Water)', 'Caprylic/Capric Triglyceride', 'Cetearyl Olivate', 'Glycerin', 'Cyclopentasiloxane', 'Sorbitan Olivate', 'Squalane (Olive)', 'Triticum Vulgare (Wheat) Germ Oil', 'Olea Europaea (Olive) Fruit Oil', 'Simmondsia Chinensis Seed (Jojoba) Seed Oil', 'Xanthan Gum', 'Magnesium Aluminum Silicate', '1,2-Hexanediol', 'Glyceryl Isostearate', 'Caprylyl Clycol', 'Alcohol Denat.', 'Populus Tremuloides Bark Extract', 'Leuconostoc/Radish Root Ferment Filtrate', 'Citric Acid', 'Polyhydroxystearic Acid', 'Tocopheryl Acetate (D-alpha)', 'Lavandula Angustifolia (Lavender) Oil', 'Beta-Glucan (D)', 'Gluconolactone', 'Phytic Acid', 'Potassium Sorbate', 'Lonicera Caprifolium (Honeysuckle) Flower Extract', 'Lonicera Japonica (Honeysuckle) Flower Extract', 'Cinnamomum Camphora (Camphor) Bark Oil', 'Hamamelis Virginiana (Witch Hazel) Water', 'Tropolone', 'Glycine Soja (Soybean) Oil', 'Tocotrienols', 'Elaeis Guineensis (Palm) Oil', 'Alcohol', 'Tocopherol (D-alpha)', 'Tetrahydrodiferuloylmethane', 'Tetrahydrodemethoxydiferuloylmethane', 'Tetrahydrobisdemethoxydiferuloylmethane']"
Capillary Strengthening Blend,Tammy Fender,moisturizers,"

          $80.00
        
","['*Sunflower Seed (Helianthus Annuus) Oil', 'Grapeseed (Vitis Vinifera) Oil', 'Apricot Kernal (Prunis Armeniaca)', '*Rose Hip Seed (Rosa Mosqueta) Oil', '*Black Currant (Ribesnigrum)', 'Pure Essential Oils of Chamomile (Anthemis Nobilis)', 'Bois De Rose (Aniba Roseodora)', 'Neroli (Citrus Aurantium)', 'Rose (Rosa Damascena)', 'Carrot (Daucus Carota) Seed']"
Force Field Daily Defense Lotion with SPF 18,Ursa Major,moisturizers,"

          $54.00
        
","['Zinc Oxide (Non-Nano, 10%)', '*Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Caprylic/Capric Triglyceride', 'Glycerin', 'Butyrospermum Parkii (Shea) Butter*', 'Gluconolactone', '*Squalane', 'Citric Acid', 'Glyceryl Stearate', 'Sorbitan Stearate', '*Helianthus Annuus (Sunflower) Seed Oil', '*Simmondsia Chinensis (Jojoba) Seed Oil', 'Cetyl Alcohol', 'Sodium Benzoate', 'Cetearyl Glucoside', 'Cetearyl Alcohol', 'Rosa Damascena Leaf Cell Extract', 'Malus Domestica Callus Extract', 'Argemone Mexicana Callus Extract', 'Sclerotium Gum', 'Lysolecithin', 'Pullulan', 'Xanthan Gum', 'Sodium Hyaluronate', 'Sodium Phytate']"
Illuminating Moisturizer,Tata Harper,moisturizers,"

          $126.00
        
","['*Aloe Barbadensis Leaf Juice', 'Aqua/Water', 'Shea Butter Ethyl Esters', '*Carthamus Tinctorius (Safflower) Oleosomes', 'Caprylic/Capric/Triglyceride', 'Mangifera Indica (Mango) Butter', 'Glycerin', '*Rosa Damascena Flower Water', '*Simmondsia Chinensis (Jojoba) Seed Oil', '*Olea Europaea (Olive) Oil', 'Cetearyl Olivate', 'Leuconostoc Ferment Filtrate', '*Oryza Sativa (Rice) Extract', 'Mel/Honey', 'Lactobacillus/Arundinaria Gigantea Ferment Filtrate', 'Theobroma Cacao (Cocoa Seed) Butter', 'Hyaluronic Acid - Hydrating Agent', 'Sodium Hyaluronate', 'Diamond Powder', 'Lavandula Stoechas (Spanish Lavender) Extract', 'Salix Alba (Willow) Bark Extract', '*Arnica Montana (Arnica) Extract', '*Borago Officinalis (Borage) Leaf Extract', '*Medicago Sativa (Alfalfa) Extract', '*Spiraea Ulmaria Flower Extract', '*Calendula Officinalis (Calendula) Flower Extract', 'Sambucus Nigra Fruit Extract', 'Menyanthes Trifoliata (Buckbean) Flower Extract', 'Leuconostoc/Radish Root Ferment Filtrate', 'Sorbitan Olivate', 'Sclerotium Gum', 'Cetyl Palmitate', 'Sorbitan Palmitate', 'Propanediol', 'Sodium Phytate', 'Superoxide Dismutase', 'Soybean Peroxidase', 'Mica', 'Iron Oxide (C.I. 77891, C.I. 77491)', '**Aroma', 'Citral', 'Citronellol', 'Eugenol', 'Geraniol', 'Limonene', 'Linalool']"
Antioxidant Crème,Tammy Fender,moisturizers,"

          $95.00
        
","['Water', 'Glycerin', 'Stearyl Olivate', 'Silybum Marianum Ethyl Ester (Milk Thistle)', 'Glyceryl Stearate', '*Helianthus Annuus (Sunflower) Oil', 'Triolein', 'Cetearyl Alcohol', '*Daucus Carota Sativa (Carrot) Seed Water', '*Lavandula Angustifolia (Lavender) Flower Water', '*Rosa Damascena (Rose) Flower Water', 'Nelumbo Nucifera (Lotus) Flower Wax', 'Castor Isostearate Succinate', 'Butyrospermum Parkii (Shea) Butter', 'Octyl Dodecanol (Olive)', 'Beeswax', '*Persea Gratissima (Avocado) Oil', 'Rosa Canina Fruit Oil', 'Rubia Tinctorum Root Extract', 'Adansonia Digitata (Baobab) Pulp Extract', 'Hibiscus Sabdariffa (White Hibiscus) Flower Extract', 'Citrus Reticulata (Mandarin) Peel Oil', 'Citrus Aurantium Flower Oil', 'Pelargonium Graveolens (Rose Geranium) Flower Oil', 'Prunus Armeniaca (Apricot) Fruit Extract', 'Lilium Candidum (White Lily) Flower Extract', 'Althaea Officinalis (Marshmallow) Root Extract', 'Malva Sylvestris (Mallow) Flower Extract', 'Sodium Stearoyl Lactylate', 'Glycolipids', 'Glyceryl Polyacrylate', 'Citrus Aurantium Dulcis (Sweet Orange) Oil', 'Ethylhexylglycerin', 'Benzyl Alcohol', 'Tocopherol']"
Essential Balm,Kari Gran,moisturizers,"

          $60.00
        
","['*Camellia Oleifera (Camellia Seed) Oil', '*Rosa Canina Fruit (Rosehip Seed) Oil', '*Helianthus Annuus (Sunflower) Oil', '*Simmondsia Chinensis (Jojoba) Oil', '*Beeswax', 'Persea Gratissima (Avocado) Oil', '*Prunus Amygdalus Dulcis (Sweet Almond) Oil', '*Olea Europaea (Olive) Oil', '*Calendula Officinalis Extract', '*Arnica Montana (Arnica) Extract', '*Hippophae Rhamnoides (Sea Buckthorn) Extract', '*Lavandula Hybrida (Lavender) Oil', 'Wildharvested Boswellia Sacra (Frankincense) Oil', 'Rosa Damascena (Rose) Oil', 'Jasminum Sambac (Jasmine) Oil', '*Cananga Odorata (Ylang Ylang) Oil', '**Tocopherol (Vitamin E from Sunflower)']"
Lapis Face Oil,Herbivore Botanicals,moisturizers,"

          $72.00
        
","['Olive Squalane Oil', 'Simmondsia Chinensis (Jojoba Seed) Oil', 'Capric Triglycerides (Fractionated Coconut Oil)', 'Aleurites Moluccana (Kukui) Nut Oil', 'Tocopherol', 'Tanacetum annuum (Blue Tansy) Leaf Oil', 'Jasminum Sambac (Jasmine) Absolute', 'Rosa Damascena (Moroccan Rose) Absolute']"
Italian Red Mandarin & Rose Facial Cream,Pangea Organics,moisturizers,"

          $40.00
        
","['*Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Purified Water (Aqua)', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Caprylic/Capric Triglyceride', 'Potato Starch Modified', 'Myristic Acid', 'Glyceryl Stearate SE', 'Stearic Acid', 'Glycerin (Vegetable)', 'Cetearyl Wheat', 'Straw Glycosides', 'Cetearyl Alcohol (Plant Wax)', 'Saccharide Isomerate', 'Avena Sativa (Oat) Bran Extract', 'Citrus Aurantium Dulcis (Orange) Peel Extract', 'Gluconolactone', 'Sodium Benzoate', 'Oenothera Biennis (Evening Primrose) Oil', '*Butyrospermum Parkii (Shea) Butter', '*Helianthus Annuus (High Oleic Sunflower Seed) Oil', 'Ethyl Ascorbic Acid', 'Rosa Damascena (Rose) Flower Oil', 'Citrus Nobilis (Mandarin) Peel Oil', 'Citrus Aurantium Dulcis (Orange) Peel Oil', 'Cymbopogon Martini (Palmarosa)Oil', 'Vitis Vinifera (Grape) Seed Oil', 'Sodium Hyaluronate', 'Phytic Acid', '*Argania Spinosa (Argan) Kernel Oil', 'Viola Odorata (Sweet Violet) Leaf Extract', 'Calendula Officinalis Flower Extract', 'Foeniculum Vulgare (Fennel) Seed Extract', 'Equisetum Arvense (Horsetail) Leaf Extract', 'Althaea Officinalis (Marshmallow) Root Extract', 'Trifolium Pratense (Clover) Flower Extract', 'Ascorbic Acid (Vitamin C)']"
"Nigerian Ginger, Lavender, & Thyme Facial Cream",Pangea Organics,moisturizers,"

          $40.00
        
","['*Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Purified Water (Aqua)', 'Glyceryl Stearate SE', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Vitis Vinifera (Grape) Leaf Extract', 'Caprylic/Capric Triglyceride', 'Glycerin (Vegetable)', 'Avena Sativa (Oat) Bran Extract', 'Citrus Aurantium Dulcis (Orange) Peel Extract', 'Gluconolactone', 'Sodium Benzoate', '*Butyrospermum Parkii (Shea) Butter', 'Saccharide Isomerate', 'Ethyl Ascorbic Acid', 'Hydroxyethylcellulose', 'Oenothera Biennis (Evening Primrose) Oil', 'Cucurbita Pepo (Pumpkin) Seed Oil', '*Helianthus Annuus (High Oleic Sunflower Seed) Oil', 'Tocopheryl Acetate (Vitamin E)', '*Lecithin', '*Argania Spinosa (Argan) Kernel Oil', 'Lavandula Angustifolia (Lavender) Oil', 'Thymus Vulgaris (Thyme) Oil', 'Zingiber Officinalis (Ginger) Root Oil', 'Phytic Acid', 'Sodium Hyaluronate', 'Xanthan Gum', 'Potassium Sorbate', 'Viola Odorata (Blue Violet) Leaf Extract', 'Calendula Officinalis Flower Extract', 'Sambucus Nigra (Elder) Flower Extract', 'Lavandula Angustifolia (Lavender) Flower/Leaf/ Stem Extract', 'Melissa Officinalis Leaf Extract', 'Glycyrrhiza Glabra (Licorice) Root Extract', 'Trifolium Pratense (Clover) Flower Extract']"
Retinoic Nutrient Face Oil,Tata Harper,moisturizers,"

          $132.00
        
","['Rosa Rubiginosa Seed Oil', '*Olea Europaea (Olive) Oil', '*Simmondsia Chinensis (Jojoba) Seed Oil', '*Prunus Armeniaca (Apricot) Kernel Oil', '**Aroma', 'Sambucus Nigra Fruit Extract', '*Borago Officinalis (Borage) Leaf Extract', '*Calendula Officinalis (Calendula) Flower Extract', '*Medicago Sativa (Alfalfa) Extract', '*Arnica Montana (Arnica) Extract', '*Tilia Europaea (Linden) Leaf & Flower Extract', 'Benzyl Alcohol', 'Citral', 'Citronellol', 'Eugenol', 'Farnesol', 'Geraniol', 'Limonene', 'Linaloolne', 'Linalool']"
Creme Riche,Tata Harper,moisturizers,"

          $195.00
        
","['*Hordeum Vulgare Leaf Juice', 'Cetyl Alcohol', 'Glycerin', 'Lactobacillus/Arundinaria Gigantea Ferment Filtrate', 'Shea Butter Ethyl Esters', 'Cetearyl Alcohol', 'Jojoba Esters (Beads)', 'Glyceryl Stearate', 'Simmondsia Chinensis (Jojoba) Seed', 'Linoleic Acid', 'Aqua/Water', '*Astrocaryum Murumuru Seed Butter', 'Candelilla Cera/Euphorbia Cerifera (Candelilla) Wax/Cire de Candelilla', 'Glyceryl Undecylenate', 'Propanediol', 'Cetearyl Glucoside', 'Beta Vulgaris/Beet Root Extract/Extrait De Racine De Betterave', 'Hydrolyzed Avocado Protein', 'Calcium Ketogluconate', 'Caesalpinia Spinosa fruit extract', 'Kappaphycus Alvarezii Extract', 'Linolenic Acid', 'Acer Rubrum Bark Extract', 'Cassia Alata Leaf Extract', 'Lavandula Stoechas (Spanish Lavender) Extract', 'Dunaliella Salince (Algae) Extract', 'Hyaluronic Acid - Hydrating Agent', 'Sodium Hyaluronate', 'Salix Alba (Willow) Bark Extract', '*Camellia Oleifera Seed Oil', '*Camellia Sinensis (Green Tea) Seed Oil', '*Olea Europaea (Olive) Oil', '*Carthamus Tinctorius (Safflower) Oleosomes', 'Jania Rubens Extract', '*Arnica Montana (Arnica) Extract', '*Spiraea Ulmaria (Meadowsweet) Extract', '*Borago Officinalis (Borage) Leaf Extract', '*Medicago Sativa (Alfalfa) Extract', '*Spiraea Ulmaria (Meadowsweet) Extract', '*Calendula Officinalis (Calendula) Flower Extract', 'Sambucus Nigra Fruit Extract', 'Tocopherol', 'Squalane Oil', 'Caprylic/Capric Triglyceride', 'Saccharide Isomerate', 'Acacia Senegal Gum', 'Glyceryl Caprylate', 'Xanthan Gum', 'Hydrolyzed Corn Starch', 'Maltodextrin', '**Aroma', 'Citric Acid', 'Sodium Citrate', 'Citral', 'Citronellol', 'Eugenol', 'Geraniol', 'Limonene', 'Linalool']"
Spontaneous Recovery Creme,Tammy Fender,moisturizers,"

          $165.00
        
","['*Helichrysum Italicum (Helichrysum) Flower Water', '*Calendula Officinalis (Marigold) Flower Water', '*Lavandula Officinalis (Lavender) Water', '*Olea Europaea (Olive) Fruit Oil', '*Helianthus Annuus (Sunflower) Seed Oil', 'Stearyl Olivate (Olive)', 'Octyl Dodecanol (Olive)', 'Cetearyl Alcohol', 'Cetearyl Glucoside', '*Persea Gratissima (Avocado) Oil', 'Beeswax', 'Silybum Marianum Ethyl Ester (Milk Thistle)', 'Glycerin', 'Behenyl Olivate (Olive)', 'Cetyl Alcohol', 'Sclerotium Gum (Mushroom)', 'Cetyl Phosphate', 'Stearyl Alcohol', 'Helichrysum Italicum (Helichrysum) Oil', 'Lavandula Officinalis (Lavender) Oil', 'Anthemis Nobilis (Chamomile) Flower Oil', 'Prunus Armeniaca (Apricot) Kernel Oil', 'Sambucus Nigra (Elderberry) Flower Extract', 'Lilium Candidum (White Lily) Flower Extract', 'Iris Florentina (Iris) Root Extract', 'Vitis Vinifera (Grape) Leaf Extract', 'Nucifera Nelumbo (Lotus) Leaf Wax', 'Glycolipids', 'Chamomilla Recutita (Matricaria) Flower Extract', 'Decyl Glucoside', 'Mauritia Flexuosa (Buriti) Fruit Oil', 'Leuconostoc/Radish Root Ferment Filtrate', 'Lactobacillus', 'Cocos Nucifera (Coconut) Fruit Extract']"
Carrot Seed Soothing Facial Oil,Naturopathica,moisturizers,"

          $64.00
        
","['*Helianthus Annuus (Sunflower) Seed Oil', '*Oenothera Biennis (Evening Primrose) Seed Oil', '*Daucus Carota (Carrot) Seed Oil', '*Simmondsia Chinensis (Jojoba) Seed', '*Daucus Carota (Carrot) Root Extract', '*Rosa Damascena (Rose) Flower Oil', 'Cananga Odorata (Ylang Ylang) Flower Oil', '*Lavandula Angustifolia (Lavender) Flower Oil', '*Rosmarinus Officinalis (Rosemary) Leaf Extract']"
Quench My Thirst Moisturizer,27 Rosiers,moisturizers,"

          $52.00
        
","['Water/Eau/Aqua', 'Caprylic/Capric Triglyceride', 'Glycerin', 'Betaine', 'C12-16 Alcohols', 'Arachidyl Alcohol', 'Orobanche Rapum Extract', 'Withania Somnifera Root Extract', 'Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Calendula Flower Extract', 'Chamomilla Recutita Flower Extract', 'Oryza Sativa (Rice) Bran Extract', 'Rosmarinus Officinalis (Rosemary) Leaf Extract', 'Helianthus Annuus (Sunflower) Extract', 'Fructose', 'Saccharide Isomerate', 'Xanthan Gum', 'Sodium Hyaluronate', 'Trehalose', 'Tocopherol', 'Palmitic Acid', 'Arachidyl Glucoside', 'Caprylyl Glycol', 'Hydrogenated Lecithin', 'Propanediol', 'Behenyl Alcohol', 'Pentylene Glycol', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Potassium Hydroxide', 'Ethylhexylglycerin', 'Citric Acid', 'Potassium Sorbate', 'Sodium Benzoate', 'Fragrance/Parfum']"
Hyaluronic Gel Moisturizer,Tata Harper,moisturizers,"

          $116.00
        
","['*Hordeum Vulgare Leaf Juice', 'Glycerin', 'Propanediol', 'Aqua/Water/Eau', '*Cocos Nucifera (Coconut) Oil', 'Shea Butter Ethyl Esters', 'Fructooligosaccharides', 'Polyglyceryl-2 Stearate', '*Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Water', '*Rosa Damascena Flower Water', 'Salvia Hispanica Seed Extract', 'Hyaluronic Acid', 'Sodium Hyaluronate', 'Musa Sapientum Flower Extract', 'Salicornia Herbacea Extract', 'Biosaccharide gum-1', 'Saccharide Isomerate', 'Carthamus Tinctorius (Safflower) Oleosomes', '*Camellia Oleifera Seed Oil', 'Tremella Fuciformis Sporocarp Extract', 'Anigozanthos Flavidus Extract', 'Banksia Serrata Flower Extract', 'Grevillea Speciosa Flower Extract', '*Arnica Montana (Arnica) Extract', '*Borago Officinalis (Borage) Leaf Extract', '*Calendula Officinalis (Calendula) Flower Extract', '*Medicago Sativa (Alfalfa) Extract', '*Spiraea Ulmaria (Meadowsweet) Extract', 'Magnolia Officinalis Bark Extract', 'Beta Vulgaris/Beet Root Extract/Extrait De Racine De Betterave', 'Squalane', 'Jojoba Esters', 'Sambucus Nigra Fruit Extract', 'Tocopherol', 'Myrica Cerifera Fruit Wax', '*Olea Europaea (Olive) Oil', 'Helianthus Annuus Seed Oil', 'Glyceryl Caprylate', 'Glyceryl Stearate', 'Glyceryl Undecylenate', 'Stearyl Alcohol', 'Lysolecithin', 'Sodium Levulinate', 'Caprylic/Capric Triglyceride', 'Sodium Anisate', 'Xanthan Gum', 'Sclerotium Gum', 'Pullulan', 'Sodium Phytate', 'Phenethyl Alcohol', 'Sodium Citrate', 'Citric Acid', 'Silica', 'Alcohol', '**Aroma', 'Linalool', 'Citronellol', 'Citral', 'Benzyl Benzoate', 'Benzyl Alcohol', 'Geraniol', 'Limonene', 'Eugenol', '(Apple Cider) Vinegar']"
Pure Organic Barbary Fig Seed Oil,La Bella Figura,moisturizers,"

          $90.00
        
",['*100% Pure Opuntia Ficus Indica (Cold Pressed Organic Barbary Fig Seed) Oil*']
Avocado & Jojoba Hydrating Day Cream,Pai,moisturizers,"

          $55.00
        
","['*Simmondsia Chinensis Seed Oil - Jojoba Oil', '*Persea Gratissima Oil (Avocado Oil)', '*Carthamus Tinctorius Seed (Safflower) Oil', 'Cetearyl Glucoside - Naturally Derived Emulsifier', 'Glycerin - Organic Derived Vegetable Glycerine', '*Borago Officinalis Seed Oil', '*Butyrospermum Parkii Butter', '*Pelargonium Graveolens Oil', '*Litsea Cubeba Fruit Oil', '*Jasminum Grandiflorum (Jasmine) Flower Extract', 'Tocopherol - Natural Vitamin E', '*Helianthus Annuus Seed Oil', 'Sodium Levulinate - Naturally Derived Preservative', 'Sodium Anisate - Naturally derived Preservative', 'Glyceryl Stearate Citrate - Naturally Derived Emulsifier', 'Sodium Lauroyl Lactylate - Naturally Derived Preservative', 'Lactic Acid - Ph Regulator', '**Citral', '**Citronellol', '**Geraniol', '**Limonene', '**Linalool']"
