name,brand,category,price,ingredients
Ocean Cleansing Mudd,OSEA,masks-exfoliants,"

          $48.00
        
","['Aqua', '*Macrocystis Pyrifera Algae', 'Decyl Glucoside', 'Sodium Lauroyl Oat Amino Acids', '*Fucus Vesiculosus Extract', 'Laminaria Digitata Extract', 'Coco Glucoside', 'Coconut Alcohol', 'Sorbitan Olivate', '*Simmondsia Chinensis Oil (Jojoba) Seed Oil', '*Carthamus Tinctorius (Safflower) Seed Oil', '*Melaleuca Alternifolia (Tea Tree) Essential Oil', '*Rosmarinus Officinalis Leaf (Rosemary Essential Oil)', 'Salvia Officinalis (Sage) Essential Oil', '*Lavandula Angustifolia (Lavender) Essential Oil', 'Mentha Piperita (Peppermint) Essential Oil', '*Cupressus Sempervirens (Cypress) Essential Oil', 'Tocopherol', 'Vaccinium Myrtillus (Bilberry) Extract', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Citrus Medica Limonium (Lemon) Fruit Extract', 'Acer Saccharinum (Sugar Maple) Extract', 'Magnesium Aluminum Silicate', 'Xanthan Gum', 'Potassium Sorbate', 'Lonicera Caprifolium Extract']"
Ultra Hydrating Mask: Restore + Soften,Follain,masks-exfoliants,"

          $34.00
        
","['Water/Aqua/Eau', 'Rosa Damascena Flower Water', 'Glycerin', 'Pentylene Glycol', 'Sorbitan Olivate', 'Squalane', 'Heptyl Undecylenate', 'Isocetyl Stearoyl Stearate', 'Propanediol', 'Glyceryl Stearate', 'Mangifera Indica (Mango) Seed Butter', 'Organic Persea Gratissima (Avocado) Oil', 'Polyglyceryl-10 Oleate', 'Simmondsia Chinensis (Jojoba) Seed Oil', 'Sodium Cocoyl Alaninate', 'Hydrolyzed Sodium Hyaluronate', 'Sodium Hyaluronate', 'Phospholipids', 'Bakuchiol', 'Paeonia Albiflora Flower Extract', 'Eriophorum Spissum Flower/Stem Extract', 'Globularia Alypum Leaf Extract', 'Rosa Gallica Flower Extract', 'Linum Usitatissimum (Linseed) Seed Oil', 'Moringa Oleifera Seed Oil', 'Oenothera Biennis (Evening Primrose) Oil', 'Rosa Canina Fruit Oil', 'Rosa Damascena Flower Oil', 'Salvia Hispanica Seed Oil', 'Helianthus Annuus (Sunflower) Seed Oil', '1,2-Hexanediol', 'Hydrolyzed Jojoba Esters', 'Sodium Acrylates Copolymer', 'Hydrogenated Polydecene', 'Tocopherol', 'Tetrasodium Glutamate Diacetate', 'Carbomer', 'Polyglyceryl-10 Stearate', 'Xanthan Gum', 'Caprylhydroxamic Acid', 'Sodium Hydroxide', 'Rosmarinus Officinalis (Rosemary) Leaf Extract']"
Dual Detox Mask: Purify + Resurface,Follain,masks-exfoliants,"

          $34.00
        
","['Water/Aqua/Eau', 'Kaolin', 'Rosa Damascena Flower Water', 'Bentonite', 'Glycerin', 'Sodium Lactate', 'Lactic Acid', 'Glyceryl Stearate', 'Vitis Vinifera (Grape) Seed Oil', 'Arachidyl Alcohol', 'Montmorillonite', 'Illite', 'Glycolic Acid', 'Salicylic Acid', 'Gluconolactone', 'Carica Papaya (Papaya) Fruit Extract', 'Mangifera Indica (Mango) Fruit Extract', 'Glycerin/Zingiber Officinale (Ginger) Root Extract', 'Oryza Sativa (Rice) Bran Extract', 'Borago Officinalis Seed Oil', 'Camellia Oleifera Seed Oil', 'Glyceryl Caprylate', 'Sodium Hydroxide', 'Myristyl Myristate', 'Behenyl Alcohol', 'Xanthan Gum', 'Arachidyl Glucoside', 'Dipotassium Glycyrrhizate', 'Myristyl Laurate', 'Bisabolol', 'Caprylhydroxamic Acid', 'Tartaric Acid', 'Terminalia Ferdinandiana Fruit Extract', 'Citric Acid']"
The Cleansing Sponge – Rose Clay,One Love Organics,masks-exfoliants,"

          $10.00
        
","['Konjac-Mannan Plant Fiber (Glucomannan)', 'kaolin-illitee (pink clay)']"
The Cleansing Sponge – Charcoal,One Love Organics,masks-exfoliants,"

          $10.00
        
","['Konjac-Mannan Plant Fiber (Glucomannan)', 'Bamboo Charcoal']"
Advanced Hydration Mask,Josh Rosebrook,masks-exfoliants,"

          $65.00
        
","['*Calendula Extract', '*Sunflower Seed Oil', '*Shea Butter', '*Mango Seed Butter', '*Aloe Vera Leaf Juice', '*Indian Senna Seed Extract (Botanical Hyaluronic Acid)', '*Avocado Oil', '*Jojoba Oil', '*Evening Primrose Oil', '**Candelilla Wax', '*Ashwagandha', '*Turmeric', '*Rose Hip Seed Oil', '*Goji Berry', '*Black Cohosh', '*Elderberry', '*Bladderwrack', '*Marshmallow Root', '*Ginger Root', '*Fenugreek', '*Chickweed', '*Licorice Root Extract', '*Red Raspberry Seed Oil', '*Dandelion Extract', '*Sage Extract', '*Eye Bright Herb Extract', '*Milk Thistle', '*Rose Blossoms', ""*St. John's Wort Flowers"", '*Cats Claw', '*Cinnamon', '*Lavender', '*Ginkgo Leaf', 'Xanthan Gum', 'Potassium Sorbate', '*Blue Tansy Flower Oil', '*Blue Chamomile', '*Lavender Oil', '*Rose Essential Oil', '**Frankincense Oil']"
Active Enzyme Exfoliator,Josh Rosebrook,masks-exfoliants,"

          $65.00
        
","['*Honey', '*Vegetable Glycerin', 'Water', '*Soy Lecithin', '*Avocado Oil', '*Jojoba Oil', '*Sunflower Seed Oil', '*Evening Primrose Oil', '*Neem Leaf', '*Echinacea Root Extract', '*Hawthorn Berry', '*Alfalfa Extract', '*Ashwagandha', '*Goji Berry', '*Beet Root', '*Bilberry', '*Black Cohosh', '*Rosemary', '*Fennel Essential Oil', '*Dandelion Extract', '*Calendula Flowers', '*Fo Ti Root Extract', 'Turmeric', '*Clary Sage', '*Stevia Leaf Powder', '*Chamomile Extract', '*Rose Hips', '*Licorice Root Extract', '*Chickweed', '*Horse Chestnut Extract', '*Eye Bright Herb Extract', ""*St. John's Wort Extract"", '*Coriander', '*Great Burdock Root Extract', '*Elderberry', '*Yucca', '*Thyme', '*Lavender Oil', '*Olive Leaf Extract', '*Raspberry Leaf Extract', '*Red Clover', '*Papaya Enzyme', 'Walnut Shells', '*Guar Gum Extract', '*Acacia Arabica Gum', 'Citrus Lemon Oil', 'Cypress Oil', 'Fennel Oil', 'Bergamot Oil', 'Lime Oil']"
Blue Tansy Mask,Herbivore Botanicals,masks-exfoliants,"

          $48.00
        
","['Aloe Barbadensis (Organic Aloe) Leaf Juice', 'Hydroxyethyl Ethylcellulose (Plant Derived)', 'Glycerin', 'Glyceryl Caprylate', 'Salix Nigra (Willow) Bark Extract', 'Tanacetum Annuum (Blue Tansy) Flower Oil', 'Ananas Sativus (Organic Pineapple) Fruit Extract', 'Carica Papaya (Organic Papaya) Fruit Extract', 'Carica Papaya (Organic Papaya) Leaf Extract', 'Jasminum Sambac (Jasmine) Flower Oil', 'Leuconostoc / (Leucidal) Radish Root Ferment Filtrate']"
Epi Peel,Tammy Fender,masks-exfoliants,"

          $80.00
        
","['Rosmarinus Officinalis (Rosemary) Leaf Water', '*Mentha Piperita (Peppermint)', 'Kaolin (Clay)', 'Cetearyl Alcohol', 'Cera Alba (Beeswax)', 'Butyrosepermum Parkii (Shea Butter)', 'Cetearyl Glucoside', 'Stearyl Olivate (Olive)', 'Silica', 'Oryza Sativa (Rice) Starch', 'Sclerotium Gum (Mushroom)', 'Copernica Cerifera (Carnauba) Wax', 'Lavandula Angustifolia (Lavender) Oil', 'Mentha Piperita (Peppermint) Oil', 'Mentha Viridis (Spearmint) Oil', 'Rosmarinus Officinalis (Rosemary) Oil', '*Quillaja Saponaria (Soapbark Tree) Bark Extract', 'Glycerin', 'Nasturtium Officinale (Watercress) Extract', 'Benzyl Alcohol', 'Ethylhexylglycerin', 'Tocopherol', 'Iris Florentina (Iris) Root Extract', 'Panax (Ginseng) Root Extract', 'Vitis Vinifera (Grape) Leaf Extract', 'Arctium Lappa (Great Burdock) Root Extract']"
The Problem Solver,May Lindstrom,masks-exfoliants,"

          $100.00
        
","['Solum Fullonum (Fullerâ\x80\x99s Earth) Clay', 'Red Moroccan Rhassoul Clay', '*Theobroma Cacao (Raw Cacao)', 'Red Alaea Sea Salt (Sea Salt and Red Alaea)', 'L-Ascorbic Acid (Vitamin C)', 'Sodium Bicarbonate', 'Charcoal Powder (Activated Bamboo Carbon)', '**Vanilla Planifolia Bean', '**Lavandula Angustifolia (Lavender) Flower', '**Althaea Officinalis (Marshmallow) Root', '***Boswellia Serrate Gum (Frankincense) Powder', '**Centella Asiatica (Gotu Kola)', '**Archangelica (Angelica) Root', '*Cinnamomum Zealanicum Blum (Ceylon Cinnamon)', '**Myristica Fragans (Nutmeg)', '**Syzygium Aromaticum (Clove)', '**Curcuma Longa (Turmeric)', '**Capsicum Annuum (Cayenne) Pepper', '****Eugenol']"
Herbal Hydration Complex,Farmaesthetics,masks-exfoliants,"

          $50.00
        
","['*Shea Butter', 'Natural Beeswax', '*Soybean Oil', '*Witch Hazel', 'L-Arginine', 'Natural Lactic Acid (From Fermented Sugarcane)', 'Chlorophyll', 'Oatmeal', 'Aloe Vera', 'Vegetable Glycerin', 'Xanthan Gum', 'Peppermint & Lavender Essential Oils']"
Clean Dirt,May Lindstrom,masks-exfoliants,"

          $70.00
        
","['Kaolin (White Halloysite) Clay', 'Red Moroccan Rhassoul Clay', 'Red Alaea Sea Salt (Sea Salt and Red Alaea)', 'L-Ascorbic Acid (Vitamin C)', 'Sodium Bicarbonate', '*Althaea Officinalis (Marshmallow) Root', '*Rosa Centifolia (Pink Rose)', '*Calendula Officinalis (Calendula) Flower', '*Cinnamomum Zealanicum Blum (Ceylon Cinnamon)', '*Myristica Fragans (Nutmeg)', '*Syzygium Aromaticum (Clove)', '*Curcuma Longa (Turmeric)', '*Zingiber Officinale (Ginger)', '*Vanilla Planifolia Bean', '**Theobroma Cacao (Raw Cacao)', '***Eugenol']"
"Japanese Matcha Tea, Acai, & Goji Berry Facial Mask",Pangea Organics,masks-exfoliants,"

          $50.00
        
","['*Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Purified Water (Aqua)', '*Glycerin (Vegetable)', 'Alcohol (SDA 38B Lavender)', 'Kaolin (French White Clay)', 'Bentonite (Green Clay)', 'Gigartina Papillata (Seaweed) Powder', 'Camellia Sinensis (Green Tea) Leaf Powder', 'Camellia Sinensis (Matcha Tea) Leaf Powder', 'Sea Vegetable Powder (Alaria Marginata (Wakame)', 'Laminaria Setchellii (Kombu) Powder)', 'Glyceryl Stearate SE', '*Lecithin', 'Chondrus Cripus (Irish Moss) Powder', 'Ethylhexyl Palmitate (RSPO Palm Kernel Oil)', '*Saccharum Officinarum (Cane Sugar)', 'Citrus Reticulata (Green Mandarin) Peel Oil', 'Myrtus Communis (Myrtle) Oil', 'Lavandula Angustifolia (Lavender Maillette) Oil', 'Ocimum Basilicum (Basil) Oil', '*Simmondsia Chinensis (Jojoba) Seed Oil', '*Helianthus Annuus (High Oleic Sunflower Seed) Oil', 'Xanthan Gum', 'Tocopheryl Acetate (Vitamin E)', '*Euterpe Oleracea (Acai) Fruit Extract', '*Lycium Barbarum (Goji) Fruit Extract', '*Ilex Paraguariensis (Yerba Mate) Leaf Extract', '*Calendula Officinalis (Calendula) Flower Extract', 'Cucumis Sativus (Cucumber) Extract', 'Citrus Limon (Lemon) Peel Extract', 'Laminaria Digitata (Kelp) Extract', 'Mentha Piperita (Peppermint) Leaf Extract', 'Rosmarinus Officinalis (Rosemary) Leaf Extract']"
Purifying Manuka Mask,La Bella Figura,masks-exfoliants,"

          $70.00
        
","['*Organic Leptospermum Scoparium Mel 15+ (Raw Manuka Honey)', 'Kaolin (Amazonian White Clay)', '*Organic Oenothera Biennis (Evening Primrose) Oil', '*Organic Nigella Sativa (Black Cumin) Seed Oil', 'Wild Crafted Carica Papaya (Papaya) Seed Oil', '*Organic Moroccan Lava (Rhassoul) Clay', 'Activated Charcoal', 'Wild Crafted Citrus Aurantium Amara (Orange) Flower Water', '*Organic Centella Asiatica (Gotu Kola) Extract', '*Organic Arctium Lappa (Burdock Root) Extract', '*Organic Hibiscus Sabdariffa (Hibiscus Flower) Extract', '*Organic Salix Alba (Willow Bark) Powder', '*Organic Helichrysum Stoechas (Helichrysum) Extract', '*Organic Curcuma Longa (Turmeric) Root Powder', '*Organic Petroselinum Crispum (Parsley) Seed Oil', '*Organic Pelargonium Graveolens (Rose Geranium) Oil', '*Organic Daucus Carota Sativa (Carrot) Seed Oil', '*Organic Anthemis Nobilis (Roman Chamomile) Oil', 'Wild Crafted Commiphora Myrrha (Myrrh) Oil', '*Organic Santalum Album (Australian Sandalwood) Oil', 'Non-GMO Tocopheryl Acetate (Vitamin E)', 'Wild Crafted Leuconostoc (Radish Root Extract) Ferment Filtrate']"
Brighten Pineapple + Gemstone Mask,Herbivore Botanicals,masks-exfoliants,"

          $48.00
        
","['Aloe Barbadensis (Organic Aloe) Leaf Gel', 'Hydroxyethyl Cellulose (plant derived), Glycerin', 'Carica Papaya (Organic Papaya) Fruit Extract', 'Pineapple Natural Melange', 'Ananas Comosus (Organic Pineapple) Fruit Extract', 'Brazilian Micronized Tourmaline Gemstone Powder', 'Oryza Sativa (Rice) Powder', 'Leuconostoc/ (Leucidal) Radish Root Ferment Fillrate']"
Hydrating Floral Mask,Tata Harper,masks-exfoliants,"

          $95.00
        
","['Helianthus Annuus (Sunflower) Seed Oil', 'Glycerin', 'Caprylic/Capric Triglyceride', '*Butyrospermum Parkii (Shea) Butter', 'Cocos Nucifera (Coconut) Oil', 'Propanediol', '*Olea Europaea (Olive) Oil', 'Ricinus Communis (Castor) Seed Oil', 'Aqua/Water/Eau', '*Hordeum Vulgare Leaf Juice', 'Cocos Nucifera (Coconut) Fruit Extract', 'Sucrose Laurate', 'Linoleic Acid', 'Sambucus Nigra Fruit Extract', 'Tocopherol', 'Lactobacillus Ferment', 'Leuconostoc Ferment Filtrate', 'Salvia Hispanica (Chia) Seed Extract', 'Sodium Hyaluronate', 'Hyaluronic Acid', 'Tremella Funciformis Sporocarp Extract', 'Anigozanthos Flavidus Extract', 'Banksia Serrata Flower Extract', 'Grevillea Speciosa Flower Extract', 'Musa Sapientum Flower Extract', 'Saccharide Isomerate', 'Linolenic Acid', 'Squalane Oil', 'Beta Vulgaris/Beet Root Extract/Extrait De Racine De Betterave', '*Camellia Oleifera Seed Oil', 'Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Water', '*Rosa Damascena Flower Water', '*Arnica Montana (Arnica) Extract', '*Borago Officinalis (Borage) Leaf Extract', '*Calendula Officinalis (Calendula) Flower Extract', '*Medicago Sativa (Alfalfa) Extract', '*Spiraea Ulmaria (Meadowsweet) Extract', '*Simmondsia Chinensis (Jojoba) Seed Oil', 'Ascorbyl Palmitate', '*Cera Alba', '*Cera Carnauba/Copernicia Cerifera (Carnauba) Wax', 'Sucrose Palmitate', 'Sucrose Stearate', 'Sodium Citrate', 'Phenethyl Alcohol', 'Citric Acid', 'Hydrolyzed Corn Starch', 'CI 77288', '**Aroma']"
3-Minute Flash Mask,Ursa Major,masks-exfoliants,"

          $44.00
        
","['*Aloe Barbadensis (Aloe Vera) Leaf Juice', '*Hamamelis Virginiana (Witch Hazel)', '*Alcohol', 'Glycerin', 'Sodium Levulinate', 'Sodium Anisate', 'Lactobacillus/Punica Granatum Ferment Extract', 'Populus Tremuloides (Aspen) Bark Extract', 'Sclerotium Gum', 'Pectin', 'Water/Aqua/Eau', 'Sodium Hyaluronate', '*Medicago Sativa (Alfalfa) Extract', '*Hibiscus Sabdariffa Flower Extract', 'Salix Alba (Willow) Bark Extract', 'copper PCA', 'Caprylic/Capric Triglyceride', 'Rose Extract', 'Vanilla Planifolia Fruit Extract', 'Cucumis Sativus (Cucumber) Fruit Extract', 'Santalum Album (Sandalwood) Wood Extract', 'Passiflora Incarnata Fruit Extract', 'Prunus Armeniaca (Apricot) Fruit Extract', 'Rubus Idaeus (Raspberry) Fruit Extract', 'Cananga Odorata Flower Extract', 'Cucumis Melo Cantalupensis Fruit Extract', 'Coffea Arabica (Coffee) Seed Extract', 'Cocos Nucifera (Coconut) Fruit Extract', 'Citrus Aurantium Dulcis (Orange) Peel Extract', 'Prunus Amygdalus (Sweet Almond) Fruit Extract', 'Citrus Limon (Lemon) Peel Extract', 'Ananas Sativus (Pineapple) Fruit Extract', 'Citrus Grandis (Grapefruit) Peel Extract', 'Aniba Rosaeodora (Rosewood) Wood Extract', 'Lavandula Angustifolia (Lavender) Extract']"
Clarifying Mask,Tata Harper,masks-exfoliants,"

          $72.00
        
","['Mel/Honey', 'Kaolin - Kaolin', '*Salvia Officinalis (Sage) Flower/Leaf/Stem Extract', 'Lactobacillis / Rye Flour / Ferment', 'L (+) Lactic Acid', 'Salix Alba (Willow) Bark Extract', '*Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Water', 'Maranta Arundinacea Root Extract', 'Bentonite', '**Aroma', 'Glyceryl Undecylenate', 'Pyrus Malus (Apple) Seed Oil', 'Aqua/Water', 'Glycerin', 'Hydrated Silica', '*Oenothera Biennis (Evening Primrose) Oil', 'Santalum Spicatum (Sandalwood) Seed Oil', 'Lannea Microcarpa Fruit Extract', 'Tasmannia Lanceolata Fruit/Leaf Extract', 'Chlorella Pyrenoidosa', 'Vaccinium Myrtillus Fruit / Leaf Extract', 'Gaultheria Procumbens (Wintergreen) Leaf Extract', 'Saccharum Officinarum (Sugar Cane) Extract', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Citrus Limon (Lemon) Fruit Extract', 'Acer Saccharum (Sugar Maple) Extract', '*Olea Europaea (Olive) Oil', 'Borago Officinalis (Borage) Oil', '*Arnica Montana (Arnica) Extract', '*Borago Officinalis (Borage) Leaf Extract', '*Calendula Officinalis (Calendula) Flower Extract', '*Medicago Sativa (Alfalfa) Extract', '*Spiraea Ulmaria Flower Extract', 'Sambucus Nigra Fruit Extract', 'Alpha-Glucan Oligosaccharide', 'Glyceryl Caprylate', 'Sodium Citrate', 'Sodium Phytate', 'CI 77288', 'Linalool', 'Limonene', 'Geraniol', 'Citronellol', 'Citral', 'Eugenol', 'Methyl Eugenol']"
Cacao Antioxidant Mask,Josh Rosebrook,masks-exfoliants,"

          $65.00
        
","['Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Rosmarinus Officinalis (Rosemary) Extract', '*Rosmarinus Officinalis (Rosemary) Extract', '*Dandelion Extract', 'Potassium Sorbate', '*Lavender', '*Cinnamon', 'Elderberry', '*Elderberry', 'Alfalfa Extract', '*Raspberry Leaf Extract', '*Marshmallow Root', '*Cats Claw', 'Turmeric', 'Beet Root Extract', '*Calendula Flowers', '*Orange Essential Oil', '*Calendula Extract', '*Milk Thistle', 'Salvia Sclarea (Clary Sage) Oil', '*Witch Hazel', '*Ginger Root', '*Eye Bright Herb Extract', 'Grape Seed Oil', '*Grape Seed Oil', 'Goji Fruit Extract', 'Marula Oil', '*Chickweed', '*Goji Fruit Extract', '*Fenugreek', '*Rose Petal', '*Ginkgo Leaf', 'Orange Essential Oil', '*Licorice Root Extract', 'Lavender Essential Oil', '*Beet Root', '*Lavender Essential Oil', '*Bladderwrack', 'Calendula Offincalis Flower Extract', 'Dandelion Extract', '*Clary Sage', '*Ashwagandha', '*Black Cohosh', '*Alfalfa Extract', ""*St. John's Wort Extract"", 'Ginger Root Oil', 'Rosemary Leaf Oil', 'Water', '*Rosemary Leaf Oil']"
Ready Selfie Go Mask,27 Rosiers,masks-exfoliants,"

          $48.00
        
","['Water/Eau/Aqua', 'Kaolin - Kaolin', 'Glycerin', 'Bentonite', 'Glyceryl Stearate', 'Helianthus Annuus (Sunflower) Seed Oil', 'Stearic Acid', 'Propanediol', 'Arthrospira Platensis Extract', 'Withania Somnifera Root Extract', 'Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Calendula Flower Extract', 'Chamomilla Recutita Flower Extract', 'Butyrospermum Parkii (Shea) Butter', 'Chlorophyllin-Copper Complex', 'Fructose', 'Caprylyl Glycol', 'Pentylene Glycol', 'Citric Acid', 'Potassium Sorbate', 'Sodium Benzoate', 'Fragrance/Parfum', 'Chromium Oxide Greens/CI 77288']"
Love + Charcoal Masque,One Love Organics,masks-exfoliants,"

          $49.00
        
","['*Aloe Barbadensis Leaf Juice', 'Kaolin - Kaolin', 'Glyceryl Stearate SE', '*Helianthus Annus (Sunflower) Seed Oil', 'Water', 'Caprylyl/Capryl Glucoside', 'Xylitylglucoside', 'Sodium Cocoyl Hydrolyzed Amaranth Protein', 'Charcoal Powder', '*Theobroma Grandiflorum (Cupuacu) Butter', '*rhododendron ferrugineum extract', 'Pelargonium Gravolens Flower Oil', 'Glycerin', 'Tocopherol', 'Lactic Acid', 'silax nigra (willow) bark extract', 'Sclerotium Gum', 'Anhydroxylitol', 'Xylitol', 'Potassium Sorbate', 'Dehydroacetic Acid', 'Benzyl Alcohol']"
Moss Blemish Treatment Mask,Naturopathica,masks-exfoliants,"

          $58.00
        
","['Aqua/Water/Eau', 'Glycerin', 'Sulfur', 'Bentonite', 'Caprylic/Capric Triglyceride', 'Hamamelis Virginiana (Witch Hazel) Water', 'Coco-Caprylate/Caprate', 'Kaolin (Clay)', 'Alcohol Denat.', 'Cetearyl Glucoside', 'Chondrus Crispus (Carrageenan) Extract', 'Lavandula Angustifolia (Lavender) Oil', 'Lonicera Caprifolium (Honeysuckle) Flower Extract', 'Lonicera Japonica (Honeysuckle) Flower Extract', 'Glyceryl Stearate', 'Stearic Acid', 'Squalane (Olive)', 'Titanium Dioxide', 'Cocamidopropyl Hydroxysultaine', 'Citric Acid', 'Xanthan Gum', '*Calendula Officinalis Flower Extract', 'Cetearyl Alcohol', 'Chamomilla Recutita (Matricaria) Flower Extract - Chamomile Extract', 'Fructooligosaccharides (D-beta)', 'Cistus Ladaniferus (Labdanum) Resin', 'Alcohol', 'Phytic Acid', 'Potassium Sorbate']"
Healing Manuka Mask,La Bella Figura,masks-exfoliants,"

          $70.00
        
","['*Leptospermum Scoparium Mel 15+ (Raw Manuka Honey)', '*Aronia Melanocarpa (Organic Aronia Berry) Powder', 'Kaolin (Amazonian White Clay)', '*Opuntia Ficus Indica (Barbary Fig) Seed Oil', 'Vanilla Planifolia Fruit (Vanilla) Seeds', '*Jasminum Officinale (Jasmine) Petals', '*Calendula Officinalis Extract', 'Curcuma Longa (Turmeric Essential) Oil', 'Wild Crafted Jasminum Grandiflorum (Jasmine Essential) Oil', 'Wild Crafted Simmondsia Chinensis (Jojoba) Seed Oil', 'Non-GMO Tocopheryl Acetate (Vitamin E) Oil']"
The Gua Sha Facial Lifting Tool,Mount Lai,eye-care,"

          $28.00
        
",[]
Eye Cream: Firm + Brighten,Follain,eye-care,"

          $36.00
        
","['Water', 'Glycerin', 'Rosa Damascena Flower Water', 'Dicaprylyl Ether', 'Pentylene Glycol', 'Diheptyl Succinate', 'Propanediol', 'Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Capryloyl Glycerin/Sebacic Acid Copolymer', 'Bakuchiol', 'Palmitoyl Tripeptide-38', 'Caffeine', 'Arginine', 'Terminalia Ferdinandiana Fruit Extract', 'Rosa Canina Seed Oil', 'Squalane', 'Moringa Oleifera Seed Oil', 'Albizia Julibrissin Bark Extract', 'Pyrus Malus (Apple) Fruit Extract', '1,2-Hexanediol', 'Polyacrylate Crosspolymer-6', 'Caprylhydroxamic Acid', 'Hydroxypropyl Cyclodextrin', 'Darutoside']"
Restorative Eye Cream,Tata Harper,eye-care,"

          $105.00
        
","['*Aloe Barbadensis Leaf Juice', 'Aqua/Water', '*Carthamus Tinctorius (Safflower) Oleosomes', '*Lavandula Angustifolia (Lavender) Flower', 'Caprylic/Capric Triglyceride', 'Glycerin', '*Olea Europaea (Olive) Oil', 'Propanediol', 'Mangifera Indica (Mango) Butter', 'Cetearyl Alcohol', 'Cetearyl Olivate', '*Centella Asiatica (Gotu Kola)', 'Leuconostoc Ferment Filtrate', 'Cetearyl Glucoside', 'Pheonix Dactylifera (Date) Seed Extract', 'Menyanthes Trifoliata Leaf Extract', 'Polygonum Fagopyrum (Buckwheat) Seed Extract', 'Lavandula Stoechas (Spanish Lavender) Extract', '*Narcissus Tazetta (Daffodil) Bulb Extract', '*Arnica Montana (Arnica) Extract', '*Borago Officinalis (Borage) Leaf Extract', '*Medicago Sativa (Alfalfa) Extract', '*Spiraea Ulmaria Flower Extract', '*Calendula Officinalis (Calendula) Flower Extract', 'Sambucus Nigra Fruit Extract', 'Salix Alba (Willow) Bark Extract', 'P-Anisic Acid', 'Sodium Phytate', '*Superoxide Dismutase', '*Soybean Peroxidase', '**Aroma', 'Sorbitan Olivate', '*Oryza Sativa (Rice) Extract', 'Sclerotium Gum', 'Cetyl Palmitate', 'Sodium Hyaluronate', 'Sorbitan Palmitate', 'Hydrogenated Vegetable Oil', 'Citral', 'Citronellol', 'Eugenol', 'Geraniol', 'Limonene', 'Linalool']"
The Rose Quartz Facial Roller,Mount Lai,eye-care,"

          $38.00
        
",[]
I-Waken Eye Serum,Indie Lee,eye-care,"

          $48.00
        
","['Aqua/Water/Eau', 'Propanediol', 'Glycerin', 'Alcohol', 'Dicaprylyl Ether', 'Polyglyceryl-6 Distearate', 'Caprylic/Capric Triglyceride', 'Sodium Levulinate', 'Sclerotium Gum', 'Simmondsia Chinensis (Jojoba Seed) Oil', 'Squalane Oil', 'Jojoba Esters (Beads)', 'Chondrus Crispus', 'Sodium Anisate', 'Pyrus Sorbus Bud Extract', 'Sodium Dehydroacetate', 'Cetyl Alcohol', 'Polyglyceryl-3 Beeswax', 'Sodium Hyaluronate', 'Galactaric Acid', 'Tocopherol', 'Citric Acid', 'Aesculus Hippocastanum (Horse Chestnut) Seed Extract', 'Arnica Montana Flower Extract', 'Centaurea Cyanus Flower Extract', 'Chamomilla Recutita (Matricaria) Flower Extract - Chamomile Extract', 'Hamamelis Virginiana (Witch Hazel) Leaf Extract', 'Ribes Nigrum (Black Currant) Leaf Extract', 'Spirulina Maxima Extract', 'Helianthus Annuus (Sunflower) Seed Oil']"
Vitamin E Active Moisture Eye Balm,One Love Organics,eye-care,"

          $49.00
        
","['*Butyrospermum Parkii (Shea) Oil', 'Punica Granatum (Pomegranate) Sterols', '*Helianthus Annus (Sunflower) Seed Oil', 'Jojoba Esters (Beads)', 'Tocopherol', '*Adansonia Digitata (Baobab) Oil', 'Alaria Esculenta Extract', '*Aspalanthus Linearis Extract', '*Centella Asiatica Extract', '*Euphrasia Officinalis Extract', '*Lavandula Angustifolia (Lavender) Oil', '*Foeniculum Vulgare (Fennel) Oil', 'Caprylic/Capric Triglyceride']"
Awakening Eye Gel,Tammy Fender,eye-care,"

          $84.00
        
","['Rosmarinus Officinalis (Rosemary) Leaf Water', '*Daucus Carota Sativa (Carrot) Seed Water', '*Cucumis Sativus (Cucumber) Fruit Water', 'Glycerin', 'Castor Isostearate Succinate', 'Caprylic/Capric Triglyceride', 'Emulsifying Wax', '*Persea Gratissima (Avocado) Oil', 'Stearyl Olivate (Olive)', 'Behenyl Olivate (Olive)', 'Rosmarinus Officinalis (Rosemary) Leaf Extract', 'Pisum Sativum (Pea) Extract', 'Sodium Hyaluronate (Hyaluronic Acid)', 'Adansonia Digitata (Baobab) Pulp Extract', 'Hibiscus Sabdariffa (White Hibiscus) Flower Extract', 'Rosa Mosqueta (Rosehip) Fruit Oil', 'Lilium Candidum (White Lily) Flower Extract', 'Glycolipids', 'Sclerotium Gum (Mushroom)', '*Helianthus Annuus (Sunflower) Oil', 'Sambucus Nigra (Elder) Flower Extract', 'Euphrasia Officinalis (Eye Bright Herb) Extract', 'Olibanum (Frankincense) Oil', 'Myrtus Communis (Myrtle) Oil', 'Tocopherol', 'Glyceryl Polyacrylate', 'Sodium Benzoate', 'Potassium Sorbate']"
